"st_abbrev","geo","state_symbol","data_symbol","start_year","start_month","end_year","end_month","all_percentagechange","opioid_percentagechange","heroin_percentagechange","stimulant_percentagechange","all_issignificant","opioid_issignificant","heroin_issignificant","stimulant_issignificant","all_significance","opioid_significance","heroin_significance","stimulant_significance","sex","age_range","state_count","comparison_type"
"US","US-US","","","2019","10","2020","10","14.02","15.18","-4.72","13.59","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","No Significant Change","Significant Increase","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","10","2020","10","15.96","22.12","5.09","12.25","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","No Significant Change","Significant Increase","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","10","2020","10","10.19","19.48","14.74","13.3","TRUE","TRUE","TRUE","FALSE","Significant Increase","Significant Increase","Significant Increase","No Significant Change","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2019","10","2020","10","-30.07","-14.08","suppressed","suppressed","TRUE","FALSE","FALSE","FALSE","Significant Decrease","No Significant Change","Data Not Available/Not Reported","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2019","11","2020","11","127.07","147.1","suppressed","221.74","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","Data Not Available/Not Reported","Significant Increase","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","11","2020","11","22.15","25.87","-12.19","12.58","TRUE","TRUE","TRUE","FALSE","Significant Increase","Significant Increase","Significant Decrease","No Significant Change","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","11","2020","11","14.48","20.24","-2.82","6.17","TRUE","TRUE","FALSE","FALSE","Significant Increase","Significant Increase","No Significant Change","No Significant Change","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","11","2020","11","12.33","18.18","5.72","27.2","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","No Significant Change","Significant Increase","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","11","2020","11","6.61","17.11","2.38","12.64","TRUE","TRUE","FALSE","FALSE","Significant Increase","Significant Increase","No Significant Change","No Significant Change","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2019","11","2020","11","-1.89","-36.2","-11.05","suppressed","FALSE","TRUE","FALSE","FALSE","No Significant Change","Significant Decrease","No Significant Change","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2019","12","2020","12","166.38","170.3","suppressed","215.77","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","Data Not Available/Not Reported","Significant Increase","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","12","2020","12","28.88","44.07","16.32","20.76","TRUE","TRUE","TRUE","TRUE","Significant Increase","Significant Increase","Significant Increase","Significant Increase","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","12","2020","12","23.52","26.93","6.29","13.04","TRUE","TRUE","TRUE","TRUE","Significant Increase","Significant Increase","Significant Increase","Significant Increase","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","12","2020","12","19.36","25.74","5.67","16.36","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","No Significant Change","Significant Increase","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2019","12","2020","12","11.88","26.72","23.9","2.02","TRUE","TRUE","TRUE","FALSE","Significant Increase","Significant Increase","Significant Increase","No Significant Change","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2019","12","2020","12","-1.43","-16.2","-40.28","suppressed","FALSE","FALSE","FALSE","FALSE","No Significant Change","No Significant Change","No Significant Change","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","1","2021","1","133.65","133.43","suppressed","114.51","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","Data Not Available/Not Reported","Significant Increase","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","1","2021","1","31.31","41.62","10.93","32.62","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","No Significant Change","Significant Increase","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","1","2021","1","25.89","35.29","6.47","35.66","TRUE","TRUE","TRUE","TRUE","Significant Increase","Significant Increase","Significant Increase","Significant Increase","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","1","2021","1","21.4","25.75","9.46","29.61","TRUE","TRUE","TRUE","TRUE","Significant Increase","Significant Increase","Significant Increase","Significant Increase","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","1","2021","1","11.93","22.81","-5.32","29.56","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","No Significant Change","Significant Increase","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","1","2021","1","33.94","11.51","suppressed","suppressed","TRUE","FALSE","FALSE","FALSE","Significant Increase","No Significant Change","Data Not Available/Not Reported","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","2","2021","2","140.22","128.48","suppressed","125.09","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","Data Not Available/Not Reported","Significant Increase","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","2","2021","2","31.73","36.78","-3.01","10.57","TRUE","TRUE","FALSE","FALSE","Significant Increase","Significant Increase","No Significant Change","No Significant Change","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","2","2021","2","22.07","23.22","2.34","15.94","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","No Significant Change","Significant Increase","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","2","2021","2","17.39","17.74","-4.54","24.79","TRUE","TRUE","FALSE","TRUE","Significant Increase","Significant Increase","No Significant Change","Significant Increase","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","2","2021","2","7.08","11.72","-14.9","29.12","TRUE","TRUE","TRUE","TRUE","Significant Increase","Significant Increase","Significant Decrease","Significant Increase","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","2","2021","2","32.27","30.91","suppressed","suppressed","TRUE","FALSE","FALSE","FALSE","Significant Increase","No Significant Change","Data Not Available/Not Reported","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","3","2021","3","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","0-14","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","3","2021","3","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","15-24","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","3","2021","3","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","25-34","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","3","2021","3","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","35-54","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","3","2021","3","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","55+","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","3","2021","3","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","Missing","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","4","2021","4","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","0-14","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","4","2021","4","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","15-24","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","4","2021","4","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","25-34","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","4","2021","4","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","35-54","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","4","2021","4","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","55+","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","4","2021","4","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","Missing","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","5","2021","5","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","0-14","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","5","2021","5","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","15-24","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","5","2021","5","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","25-34","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","5","2021","5","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","35-54","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","5","2021","5","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","55+","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","5","2021","5","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","Missing","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","6","2021","6","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","0-14","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","6","2021","6","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","15-24","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","6","2021","6","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","25-34","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","6","2021","6","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","35-54","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","6","2021","6","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","55+","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","6","2021","6","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","Missing","40","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","7","2021","7","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","0-14","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","7","2021","7","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","15-24","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","7","2021","7","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","25-34","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","7","2021","7","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","35-54","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","7","2021","7","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","55+","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","7","2021","7","suppressed","suppressed","suppressed","suppressed","FALSE","FALSE","FALSE","FALSE","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","Data Not Available/Not Reported","all","Missing","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","8","2021","8","-37.89","-39.85","suppressed","-37.38","TRUE","TRUE","FALSE","TRUE","Significant Decrease","Significant Decrease","Data Not Available/Not Reported","Significant Decrease","all","0-14","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","8","2021","8","-20.21","-25.22","-43.3","-30.47","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","15-24","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","8","2021","8","-19.21","-23.81","-40.32","-25.75","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","25-34","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","8","2021","8","-13.37","-14.76","-31.2","-15.56","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","35-54","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","8","2021","8","-10.73","-14.34","-19.31","-13.51","TRUE","TRUE","TRUE","FALSE","Significant Decrease","Significant Decrease","Significant Decrease","No Significant Change","all","55+","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","8","2021","8","45.28","42.04","12.91","suppressed","TRUE","TRUE","FALSE","FALSE","Significant Increase","Significant Increase","No Significant Change","Data Not Available/Not Reported","all","Missing","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","9","2021","9","-38.26","-36","suppressed","-46.77","TRUE","TRUE","FALSE","TRUE","Significant Decrease","Significant Decrease","Data Not Available/Not Reported","Significant Decrease","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","9","2021","9","-15.26","-26.12","-43.32","-28.81","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","9","2021","9","-11.16","-10.64","-29.36","-12.95","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","9","2021","9","-6.85","-7.07","-26.73","-17.49","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","9","2021","9","-7.13","-4.75","-15.69","2.3","TRUE","TRUE","TRUE","FALSE","Significant Decrease","Significant Decrease","Significant Decrease","No Significant Change","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","9","2021","9","64.88","64.35","9.92","suppressed","TRUE","TRUE","FALSE","FALSE","Significant Increase","Significant Increase","No Significant Change","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","10","2021","10","-35.91","-42.1","suppressed","-34.95","TRUE","TRUE","FALSE","TRUE","Significant Decrease","Significant Decrease","Data Not Available/Not Reported","Significant Decrease","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","10","2021","10","-10.14","-23.76","-46.97","-18.22","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","10","2021","10","-2.01","0.19","-23.86","-3.5","FALSE","FALSE","TRUE","FALSE","No Significant Change","No Significant Change","Significant Decrease","No Significant Change","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","10","2021","10","1.72","6.35","-13.1","-6.23","FALSE","TRUE","TRUE","FALSE","No Significant Change","Significant Increase","Significant Decrease","No Significant Change","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","10","2021","10","-0.17","5.14","-2.84","-4.68","FALSE","TRUE","FALSE","FALSE","No Significant Change","Significant Increase","No Significant Change","No Significant Change","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","10","2021","10","43.15","91.47","26.97","suppressed","TRUE","TRUE","FALSE","FALSE","Significant Increase","Significant Increase","No Significant Change","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","11","2021","11","-36.3","-36.44","suppressed","-59.63","TRUE","TRUE","FALSE","TRUE","Significant Decrease","Significant Decrease","Data Not Available/Not Reported","Significant Decrease","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","11","2021","11","-8.99","-17.74","-39.97","-29.77","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","11","2021","11","-8.42","-7.98","-29.2","-4.33","TRUE","TRUE","TRUE","FALSE","Significant Decrease","Significant Decrease","Significant Decrease","No Significant Change","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","11","2021","11","-2.79","0.3","-19.63","-4.95","TRUE","FALSE","TRUE","FALSE","Significant Decrease","No Significant Change","Significant Decrease","No Significant Change","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","11","2021","11","-3.29","3.76","1.21","-9.37","TRUE","FALSE","FALSE","FALSE","Significant Decrease","No Significant Change","No Significant Change","No Significant Change","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","11","2021","11","9.7","59.85","-0.96","suppressed","FALSE","TRUE","FALSE","FALSE","No Significant Change","Significant Increase","No Significant Change","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","12","2021","12","-48.16","-42.48","suppressed","-58.71","TRUE","TRUE","FALSE","TRUE","Significant Decrease","Significant Decrease","Data Not Available/Not Reported","Significant Decrease","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","12","2021","12","-25.31","-32.84","-51.71","-31.89","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","12","2021","12","-22.39","-23.45","-44.38","-24.57","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","12","2021","12","-11.13","-7.8","-24.52","-12.23","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2020","12","2021","12","-7.67","-3.21","-3.01","-12.14","TRUE","FALSE","FALSE","FALSE","Significant Decrease","No Significant Change","No Significant Change","No Significant Change","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2020","12","2021","12","12.4","55.91","-12.77","suppressed","FALSE","TRUE","FALSE","FALSE","No Significant Change","Significant Increase","No Significant Change","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2021","1","2022","1","-35.52","-44.88","suppressed","-46.51","TRUE","TRUE","FALSE","TRUE","Significant Decrease","Significant Decrease","Data Not Available/Not Reported","Significant Decrease","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","1","2022","1","-19.52","-26.5","-57.78","-42.77","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","1","2022","1","-23.11","-24.87","-44.95","-31.36","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","1","2022","1","-18.28","-14.05","-34.53","-28.01","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","1","2022","1","-9.25","-7.76","-10.77","-19.55","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2021","1","2022","1","-1.69","42.46","7.35","suppressed","FALSE","TRUE","FALSE","FALSE","No Significant Change","Significant Increase","No Significant Change","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2021","2","2022","2","-28.56","-37.67","suppressed","-28.72","TRUE","TRUE","FALSE","TRUE","Significant Decrease","Significant Decrease","Data Not Available/Not Reported","Significant Decrease","all","0-14","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","2","2022","2","-8.85","-17.2","-42.8","-20.52","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","15-24","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","2","2022","2","-4.6","-4.9","-32.52","-7.39","TRUE","TRUE","TRUE","FALSE","Significant Decrease","Significant Decrease","Significant Decrease","No Significant Change","all","25-34","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","2","2022","2","0.94","5.64","-16.32","-9.15","FALSE","TRUE","TRUE","TRUE","No Significant Change","Significant Increase","Significant Decrease","Significant Decrease","all","35-54","42","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","2","2022","2","-1.51","-1.28","0.67","-22.01","FALSE","FALSE","FALSE","TRUE","No Significant Change","No Significant Change","No Significant Change","Significant Decrease","all","55+","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2021","2","2022","2","31.23","116.45","65.46","suppressed","TRUE","TRUE","FALSE","FALSE","Significant Increase","Significant Increase","No Significant Change","Data Not Available/Not Reported","all","Missing","42","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2021","3","2022","3","-26.61","-36.37","suppressed","-35.54","TRUE","TRUE","FALSE","TRUE","Significant Decrease","Significant Decrease","Data Not Available/Not Reported","Significant Decrease","all","0-14","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","3","2022","3","-13.11","-27.75","-53.26","-22.57","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","15-24","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","3","2022","3","-15.54","-18.91","-40.35","-17.65","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","25-34","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","3","2022","3","-7.41","-5.37","-28.55","-11.92","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","35-54","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","3","2022","3","-4.63","-4.15","-13.22","-6.41","TRUE","TRUE","TRUE","FALSE","Significant Decrease","Significant Decrease","Significant Decrease","No Significant Change","all","55+","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2021","3","2022","3","29.92","107.95","32.19","suppressed","TRUE","TRUE","FALSE","FALSE","Significant Increase","Significant Increase","No Significant Change","Data Not Available/Not Reported","all","Missing","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2021","4","2022","4","-27.75","-20.65","suppressed","-46.05","TRUE","FALSE","FALSE","TRUE","Significant Decrease","No Significant Change","Data Not Available/Not Reported","Significant Decrease","all","0-14","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","4","2022","4","-12.1","-18.8","-49.83","-11.72","TRUE","TRUE","TRUE","FALSE","Significant Decrease","Significant Decrease","Significant Decrease","No Significant Change","all","15-24","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","4","2022","4","-16.22","-16.87","-44.52","-22.42","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","25-34","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","4","2022","4","-6.12","-5.74","-28.52","-13.94","TRUE","TRUE","TRUE","TRUE","Significant Decrease","Significant Decrease","Significant Decrease","Significant Decrease","all","35-54","41","6Year2YearSameMonthAgeUS"
"US","US-US","","","2021","4","2022","4","-4.58","-4.9","-18.17","-8.34","TRUE","TRUE","TRUE","FALSE","Significant Decrease","Significant Decrease","Significant Decrease","No Significant Change","all","55+","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2021","4","2022","4","40.51","111.09","18.13","suppressed","TRUE","TRUE","FALSE","FALSE","Significant Increase","Significant Increase","No Significant Change","Data Not Available/Not Reported","all","Missing","41","6Year2YearSameMonthAgeUS"
"US","US-US","","*","2021","5","2022","5","-29.72","-9.79","suppressed","-36.11","TRUE","FALSE","FALSE","TRUE","Significant Decrease","No Significant Change","Data Not Available/Not Reported","Significant Decrease","all","0-14","40","6Year2YearSameMonthAgeUS"
