"","fips","year","state","county","yrs_potential_life_lost_rate","percent_fair_poor_health","phys_unhealthy_days","mentally_unhealthy_days","preventable_hosp_rate","percent_smokers","low_birthweight","excessive_drinking","mental_health_providers","mental_health_providers_ratio","percent_unemployed","violent_crime_rate","income_ratio","eighty_percentile_income","twenty_percentile_income","labor_force","percent_child_poverty"
"138","53037",2020,"Washington","Kittitas","5296.1645908",15.21876,3.88131,4.26243,"1614","14.258930716","5.8286516854",21.70144,78,"607:1",1190,"110.40477878",4.96875,100503,20227,22541,12.8
"139","53039",2020,"Washington","Klickitat","6959.809744",17.48153,4.36973,4.57873,"3152","14.311189028","6.6995768688",16.70255,32,"691:1",573,"87.414652586",3.78009,94782,25074,10076,18.1
"140","53041",2020,"Washington","Lewis","7318.2189016",17.39881,4.15884,4.36605,"3203","16.165763252","6.5004022526",15.00271,289,"275:1",2122,"193.19602377",4.26727,94776,22210,33752,16.9
"141","53043",2020,"Washington","Lincoln","6209.840743",14.83246,3.60066,4.03224,"4780","13.011999515","5.7388809182",17.38412,12,"895:1",246,"92.264361676",4.21203,100162,23780,5069,16.5
"142","53045",2020,"Washington","Mason","6893.9557922",15.8061,4.19557,4.42029,"2944","15.957913955","5.6586893312",18.41638,116,"565:1",1531,"219.64152536",4.32042,100627,23291,24274,22.8
"143","53047",2020,"Washington","Okanogan","7224.0226329",18.30538,4.51104,4.36748,"2936","16.641366418","6.905370844",14.68413,117,"360:1",1331,"175.70039472",4.47961,84239,18805,20808,25.9
"144","53049",2020,"Washington","Pacific","8772.7005981",18.21072,4.28914,4.49052,"2470","15.2699506","7.3373676248",14.72611,73,"302:1",578,"156.95933546",4.49377,84811,18873,8403,21
"145","53051",2020,"Washington","Pend Oreille","8591.4198591",16.81217,4.32034,4.31517,"2558","15.35237161","7.5630252101",18.08275,31,"439:1",345,"130.26819923",4.2137,88985,21118,4812,23.2
"146","53053",2020,"Washington","Pierce","6552.9602633",15.84062,4.01235,4.42495,"3241","15.114787239","6.6998788878",19.10255,4122,"216:1",21947,"457.81824088",4.001,123915,30971,424137,10.7
"147","53055",2020,"Washington","San Juan","4088.12891",13.10526,3.71657,4.01343,"1113","12.000595653","2.8911564626",18.22074,71,"241:1",321,"52.486955448",4.68973,118833,25339,8160,12.9
"148","53057",2020,"Washington","Skagit","6040.9257347",14.48698,3.74432,3.93779,"3167","13.240440201","5.8227344992",18.28637,529,"242:1",3126,"195.35105613",4.12749,115417,27963,60278,12.4
"149","53059",2020,"Washington","Skamania","6060.8481937",16.28752,4.11229,4.2607,"3498","14.619282993","7.3806078148",18.41218,14,"852:1",299,"87.719298246",4.37019,109329,25017,5335,16.3
"150","53061",2020,"Washington","Snohomish","5374.9730492",14.40397,3.7008,3.70097,"2918","12.962308599","6.0470009483",18.96049,2664,"306:1",16181,"204.59239524",3.78462,145000,38313,430470,8.8
"151","53063",2020,"Washington","Spokane","6745.7921214",13.01177,3.7996,4.29422,"2820","14.493901558","7.1585955837",18.2053,2070,"249:1",12754,"352.81718091",4.4093,105638,23958,244056,14.8
"152","53065",2020,"Washington","Stevens","6465.8926624",17.33161,4.40522,4.84148,"2958","14.784734389","6.4673383165",15.25655,167,"271:1",1309,"105.31617748",4.61242,92908,20143,18379,19.4
"153","53067",2020,"Washington","Thurston","5579.1045716",13.46338,3.72319,3.80474,"2833","12.856464025","6.2227324914",18.49657,964,"297:1",6553,"237.23320524",3.85357,123688,32097,137697,9.9
"154","53069",2020,"Washington","Wahkiakum",NA,13.68392,3.90484,4.48312,"2593","13.272969551","7.3891625616",16.05373,12,"369:1",86,"122.6993865",4.15276,110152,26525,1317,19.8
"155","53071",2020,"Washington","Walla Walla","6047.1416513",16.38566,3.86733,4.18437,"2610","12.602259863","5.7533651759",17.26943,175,"348:1",1383,"239.21662762",4.24847,105821,24908,29270,15.1
"156","53073",2020,"Washington","Whatcom","5100.5708084",12.54459,3.63781,4.0196,"2816","13.724807685","5.6810968643",22.65848,1016,"222:1",5295,"193.71339855",4.44247,110804,24942,111670,14.4
"157","53075",2020,"Washington","Whitman","4261.8473202",15.83083,3.97111,4.4228,"2705","14.884558367","4.9537648613",21.021,74,"673:1",1025,"181.23814268",7.01777,94403,13452,23685,11.9
"158","53077",2020,"Washington","Yakima","7714.0782752",23.52721,4.64574,4.39511,"3770","14.442937059","6.7561683599",15.79262,786,"320:1",8190,"272.82972263",3.96272,92169,23259,129176,21.2
"159","53000",2021,"Washington","state_year","5614.1447515",15.01877,3.74194,4.01854,"2853","12.128142692","6.4802072569",17.11206,30397,"251:1",166445,"293.8005635",4.4385,141566,31895,3914158,12
"160","53001",2021,"Washington","Adams","5580.9265956",28.66271,5.63869,4.73912,"2294","16.821855693","6.9366329209",15.17906,34,"588:1",558,"248.40220457",4.2195,92867,22009,9870,22.4
"161","53003",2021,"Washington","Asotin","7157.5811237",17.99668,4.70992,4.82466,"2492","18.28487685","6.1323618701",18.6553,86,"263:1",431,"210.83796878",3.96448,101681,25648,10400,18.5
"162","53005",2021,"Washington","Benton","5586.0546012",17.33608,4.32991,4.13753,"4160","13.999093238","6.5884674414",17.73936,585,"349:1",5396,"194.58263075",4.26581,129480,30353,103169,16
"163","53007",2021,"Washington","Chelan","5231.6285362",18.05248,3.95429,4.22027,"2277","14.38026831","6.1221252974",19.86585,314,"246:1",2202,"148.20401871",4.23178,111884,26439,45113,16.4
"164","53009",2021,"Washington","Clallam","7340.3942552",17.0457,4.42183,4.48507,"1810","16.78137292","5.9902740937",19.12021,277,"279:1",1906,"279.59373873",4.4123,99471,22544,28886,16.7
"165","53011",2021,"Washington","Clark","5579.2443447",15.75853,3.9766,4.19013,"3547","14.431049469","6.2511301113",18.5302,1756,"278:1",11479,"220.19523542",3.78063,135940,35957,241901,12.1
"166","53013",2021,"Washington","Columbia",NA,16.91354,4.26944,4.22797,"3807","16.436962087","10.12145749",20.11271,12,"332:1",101,"37.693177535",6.27643,112800,17972,1848,16.8
"167","53015",2021,"Washington","Cowlitz","8417.7625694",19.51559,4.86195,4.81112,"4158","17.934817555","6.0419807492",17.76024,494,"224:1",2863,"259.38136333",4.39667,104188,23697,47949,17.5
"168","53017",2021,"Washington","Douglas","4261.2783452",20.18225,4.48342,4.3541,"2736","16.169074235","5.7261410788",20.79757,30,"1448:1",1237,"98.783725381",3.75282,115039,30654,21968,15
"169","53019",2021,"Washington","Ferry","11225.299373",22.24525,5.20301,5.17965,"1360","21.709956195","6.9529652352",19.52647,19,"401:1",283,"112.26494527",5.7531,100288,17432,2499,25.6
"170","53021",2021,"Washington","Franklin","4945.1623116",23.69863,4.56074,4.18896,"3466","14.64204839","5.8807709547",16.5432,132,"721:1",2749,"210.79024152",3.71347,113131,30465,43132,18
"171","53023",2021,"Washington","Garfield",NA,15.61012,3.97035,4.14594,"2236","15.44525518","6.8571428571",21.3478,1,"2225:1",50,"89.245872378",3.56118,91533,25703,918,17.2
"172","53025",2021,"Washington","Grant","6859.1768777",22.94137,4.90818,4.45626,"2336","17.732431275","6.0617835632",16.14613,219,"446:1",3239,"278.46601314",3.95147,103402,26168,46990,18.3
"173","53027",2021,"Washington","Grays Harbor","9050.8208613",19.65287,4.8594,4.62231,"3507","17.818421503","7.4823439588",20.00348,256,"293:1",2047,"243.53339578",4.39043,96225,21917,29008,19.5
"174","53029",2021,"Washington","Island","5817.6523848",14.00956,3.71178,4.04197,"2838","13.987245945","5.1282051282",20.65864,255,"334:1",1822,"107.36796898",3.72767,122797,32942,36116,9
"175","53031",2021,"Washington","Jefferson","6582.3411643",14.48207,3.83138,4.15213,"665","13.080830454","5.6775170326",22.12414,131,"246:1",729,"211.64542009",4.20295,106738,25396,12938,21.4
"176","53033",2021,"Washington","King","4539.8796545",12.37327,3.22954,3.8482,"2680","10.683601749","6.6466393429",19.34947,10428,"216:1",35842,"340.63880554",4.64,184338,39728,1290480,7.9
"177","53035",2021,"Washington","Kitsap","5774.1247051",15.16143,4.14352,4.13305,"2376","14.377956071","6.3196137483",18.8297,987,"275:1",5877,"263.23249504",3.82389,132058,34535,128764,9.3
"178","53037",2021,"Washington","Kittitas","5802.035665",15.93744,4.03362,4.26009,"1965","14.666303016","5.9633027523",19.13697,85,"564:1",1272,"110.40477878",5.18649,106463,20527,23177,11.7
"179","53039",2021,"Washington","Klickitat","6915.8634269",18.02204,4.55265,4.44628,"2115","15.810868433","7.1378586424",19.67801,37,"606:1",602,"87.414652586",4.46357,104278,23362,10314,18.3
"180","53041",2021,"Washington","Lewis","7629.2745602",19.24933,4.57545,4.44924,"2933","18.048156126","6.6093326963",17.66851,337,"239:1",2155,"193.19602377",4.32605,100239,23171,34996,14.6
"181","53043",2021,"Washington","Lincoln","6922.3683956",16.35758,4.19232,4.55808,"3741","16.223240294","5.4913294798",21.90637,13,"841:1",252,"92.264361676",4.15126,103711,24983,5031,14.2
"182","53045",2021,"Washington","Mason","6572.8559064",20.34355,4.70377,4.82787,"2734","18.1723481","5.7149362477",20.60437,137,"487:1",1592,"219.64152536",4.26118,107450,25216,25325,21
"183","53047",2021,"Washington","Okanogan","7801.4502645",22.42714,5.08733,4.78545,"2247","18.748753365","6.9666182874",18.2188,120,"352:1",1382,"175.70039472",4.3322,86943,20069,20346,21.9
"184","53049",2021,"Washington","Pacific","8908.5242323",19.93497,4.76049,4.72645,"2875","18.587928308","7.0422535211",20.56111,89,"252:1",596,"156.95933546",4.88629,92903,19013,8603,17.6
"185","53051",2021,"Washington","Pend Oreille","8737.3373081",18.78633,4.8031,4.70629,"2188","17.882402157","7.1256038647",18.98244,30,"457:1",400,"130.26819923",3.99391,93773,23479,5074,26.9
"186","53053",2021,"Washington","Pierce","6453.4651946",16.99228,4.2696,4.15237,"3295","13.946178043","6.7196794189",17.95599,4412,"205:1",22700,"457.81824088",3.94592,129947,32932,442094,11.8
"187","53055",2021,"Washington","San Juan","4036.0044903",12.99553,3.42364,3.84197,"1289","11.627500288","3.3653846154",21.72953,73,"241:1",325,"52.486955448",4.52104,125052,27660,8674,11.9
"188","53057",2021,"Washington","Skagit","5805.0707657",16.43711,4.08977,4.4644,"2775","15.914929555","5.7744090954",19.3532,584,"221:1",3425,"195.35105613",3.9104,120366,30781,63069,16.2
"189","53059",2021,"Washington","Skamania","6481.5740535",16.99323,4.3362,4.42429,"3002","16.874329906","6.6365007541",19.47582,17,"711:1",303,"87.719298246",4.54197,117242,25813,5555,15.7
"190","53061",2021,"Washington","Snohomish","5351.337738",15.32975,3.86578,4.14066,"2967","12.931789268","6.1810479245",17.10527,2766,"297:1",13364,"204.59239524",3.80285,152654,40142,439464,8.1
"191","53063",2021,"Washington","Spokane","6641.7927217",16.39234,4.37871,4.55981,"2504","15.768978377","7.1700019242",19.5872,2202,"237:1",13372,"352.81718091",4.32722,108955,25179,255027,13.6
"192","53065",2021,"Washington","Stevens","6405.5849074",18.67846,4.8754,4.82001,"2585","19.191913741","6.208499336",19.23961,180,"254:1",1336,"105.31617748",4.51517,95970,21255,19062,21.6
"193","53067",2021,"Washington","Thurston","5503.0514582",15.42594,3.84495,4.09227,"2883","13.140704641","6.2871629408",17.32003,1119,"260:1",6914,"237.23320524",3.94604,128041,32448,142896,11.8
"194","53069",2021,"Washington","Wahkiakum",NA,16.21576,4.18317,4.39407,"1989","16.419688554","7.5675675676",19.17386,13,"345:1",92,"122.6993865",4.3929,112423,25592,1375,20.3
"195","53071",2021,"Washington","Walla Walla","5833.7634412",17.80823,4.14424,4.41848,"2724","14.374901724","6.160300287",18.25537,181,"336:1",1492,"239.21662762",4.57099,113644,24862,30252,14.9
"196","53073",2021,"Washington","Whatcom","5106.4619424",14.99174,4.2333,4.51474,"2878","13.819181981","5.7779212395",19.84012,1071,"214:1",5741,"193.71339855",4.38149,117735,26871,115413,11.3
"197","53075",2021,"Washington","Whitman","4381.0217114",16.43801,4.29187,4.16962,"2626","15.036434066","5.228531856",17.97017,77,"651:1",1038,"181.23814268",6.6967,96312,14382,23996,13.7
"198","53077",2021,"Washington","Yakima","7717.126136",25.8469,5.17101,4.44857,"3672","15.784398791","6.800698651",16.44538,824,"304:1",9281,"272.82972263",3.9988,96255,24071,132466,24.5
"199","53000",2022,"Washington","state_year","5823.7351551",15.65262,3.90736,4.43943,"2533","12.750775851","6.5192406834",16.48278,33578,"229:1",329088,"293.8005635",4.37614,147813,33777,3914873,11
"200","53001",2022,"Washington","Adams","5954.3213779",29.6,5.30307,4.7133,"2051","16.7","6.579453636",12.84939,35,"572:1",677,"248.40220457",3.99877,94107,23534,9261,17
"201","53003",2022,"Washington","Asotin","8005.8952239",17.4,4.39661,4.86693,"2284","18.8","6.4814814815",18.39459,94,"243:1",538,"210.83796878",3.8528,105767,27452,10383,18.5
"202","53005",2022,"Washington","Benton","5950.1227152",17.4,3.96051,4.25737,"3631","14.5","6.4130017021",17.18698,627,"329:1",8461,"194.58263075",4.08975,134561,32902,103143,11.5
"203","53007",2022,"Washington","Chelan","5510.9754109",19,4.17693,4.35386,"2405","15.3","6.2701482914",17.38335,352,"220:1",3693,"148.20401871",4.23151,115372,27265,44190,11.6
"204","53009",2022,"Washington","Clallam","7590.4299889",17.4,4.24208,4.65895,"1604","16.6","6.3715627096",19.17988,297,"263:1",2977,"279.59373873",4.52139,105805,23401,29280,18.9
"205","53011",2022,"Washington","Clark","5883.0433353",15.7,3.804,4.3178,"3052","12.9","6.3903950426",15.36018,1923,"258:1",20682,"220.19523542",3.75724,139634,37164,242578,10
"206","53013",2022,"Washington","Columbia",NA,17.5,4.25621,4.66263,"3529","17.8","10.288065844",18.63001,13,"311:1",125,"37.693177535",5.1436,113221,22012,1724,18.3
"207","53015",2022,"Washington","Cowlitz","7793.5499974",19.2,4.44485,4.83764,"3236","19.8","6.1471163808",16.0528,532,"209:1",4523,"259.38136333",4.34383,107423,24730,48522,14.8
"208","53017",2022,"Washington","Douglas","4376.9540371",20.9,4.34309,4.41424,"2442","15.9","5.7660167131",17.80953,29,"1502:1",1805,"98.783725381",3.64974,122321,33515,21225,14.2
"209","53019",2022,"Washington","Ferry","10804.797064",21.3,5.04262,5.25365,"1137","22.1","6.762295082",17.98747,19,"408:1",285,"112.26494527",6.01138,102500,17051,2469,28
"210","53021",2022,"Washington","Franklin","5264.2767419",23.6,4.56702,4.36728,"3761","15.4","6.0983368172",14.86003,132,"735:1",3833,"210.79024152",3.88792,120782,31066,42497,15.8
"211","53023",2022,"Washington","Garfield",NA,15.8,3.99283,4.52798,"1686","15.7","9.1954022989",18.29072,1,"2290:1",69,"89.245872378",3.15278,92408,29310,819,15.7
"212","53025",2022,"Washington","Grant","7185.2234142",23.9,4.71417,4.56583,"1927","17.3","6.1066457557",15.37922,233,"427:1",4195,"278.46601314",4.09508,107541,26261,47442,18.6
"213","53027",2022,"Washington","Grays Harbor","9129.0425044",19.4,4.51577,4.82848,"2844","19","7.5",19.3941,288,"264:1",3402,"243.53339578",4.11691,96208,23369,29055,19.2
"214","53029",2022,"Washington","Island","5658.6624187",14.2,3.64961,4.18515,"1946","14.3","5.4235125219",19.98852,257,"335:1",2998,"107.36796898",3.83008,131004,34204,36303,8.3
"215","53031",2022,"Washington","Jefferson","7153.9610032",14.2,3.72877,4.27384,"571","14.4","4.7389558233",18.9487,141,"232:1",1231,"211.64542009",4.45763,114365,25656,13081,16.6
"216","53033",2022,"Washington","King","4708.6302623",12.7,3.23834,3.69208,"2343","10","6.6693453491",19.37783,11671,"195:1",96440,"340.63880554",4.61645,193374,41888,1286608,8
"217","53035",2022,"Washington","Kitsap","5877.9088865",15.1,3.69017,4.21951,"2254","14.7","6.3616766467",16.7147,1079,"253:1",9952,"263.23249504",3.72727,139888,37531,129092,9.9
"218","53037",2022,"Washington","Kittitas","5235.0046839",17.5,4.21346,4.61713,"1766","16","6.5101387407",18.73411,89,"553:1",1998,"110.40477878",4.91141,116307,23681,22085,11.1
"219","53039",2022,"Washington","Klickitat","6635.5990606",18,4.31069,4.60259,"2170","16.7","7.7247191011",17.72336,43,"528:1",808,"87.414652586",4.10183,103965,25346,9810,17.2
"220","53041",2022,"Washington","Lewis","8130.9737543",19.2,4.46297,4.81904,"2574","18.6","6.2480127186",16.18216,389,"211:1",3284,"193.19602377",4.28864,103665,24172,35103,16.1
"221","53043",2022,"Washington","Lincoln","6989.9473601",16.7,4.20751,4.72542,"3582","17.2","5.6022408964",17.70823,14,"792:1",318,"92.264361676",4.01788,106281,26452,4681,14.6
"222","53045",2022,"Washington","Mason","7029.678772",18.7,4.43215,4.76648,"2453","18.5","5.5978504254",19.22927,178,"383:1",2508,"219.64152536",3.98632,109600,27494,25517,17.7
"223","53047",2022,"Washington","Okanogan","7984.1318798",22.5,4.9332,4.92016,"1952","19.6","7.1364586444",17.14814,123,"347:1",1759,"175.70039472",4.16973,87973,21098,19581,31.1
"224","53049",2022,"Washington","Pacific","7644.9521607",19.5,4.50707,4.8019,"2736","17.9","7.3094867807",18.31572,96,"239:1",914,"156.95933546",4.54529,97292,21405,8524,17.6
"225","53051",2022,"Washington","Pend Oreille","10653.994749",17.9,4.40367,4.85845,"2054","18.4","7.3493975904",18.88877,33,"429:1",530,"130.26819923",3.74347,100194,26765,4958,23.5
"226","53053",2022,"Washington","Pierce","6683.2667556",17.3,3.90779,4.35111,"3112","16.7","6.7235631752",18.66098,4823,"189:1",43374,"457.81824088",3.82182,136504,35717,450196,9
"227","53055",2022,"Washington","San Juan","3710.4870391",13.3,3.45019,4.02886,"1010","12.1","3.3333333333",19.60263,79,"221:1",665,"52.486955448",4.80016,131006,27292,8379,11
"228","53057",2022,"Washington","Skagit","5808.7680861",17.6,4.02777,4.36522,"2680","16.1","5.6734734936",17.97678,657,"199:1",6124,"195.35105613",3.8645,126060,32620,62498,12
"229","53059",2022,"Washington","Skamania","6874.0672061",16.8,4.11061,4.60086,"2611","17.1","6.6465256798",18.83374,19,"637:1",509,"87.719298246",4.58263,123644,26981,5515,14.2
"230","53061",2022,"Washington","Snohomish","5560.2211966",14.7,3.59141,4.08114,"2450","13.8","6.2713511603",16.62269,3008,"276:1",37293,"204.59239524",3.75305,157977,42093,441156,8
"231","53063",2022,"Washington","Spokane","6849.2973155",16.8,4.07577,4.57395,"2292","16.1","7.1980992557",16.85247,2523,"209:1",22519,"352.81718091",4.30658,114624,26616,257308,15.2
"232","53065",2022,"Washington","Stevens","6884.9044335",18.3,4.4795,4.94731,"1944","18.7","6.1744966443",17.90824,189,"245:1",1746,"105.31617748",4.37023,103911,23777,18545,20.4
"233","53067",2022,"Washington","Thurston","5799.5328845",14.9,3.75719,4.25857,"2633","13.8","6.3110617215",17.07066,1263,"233:1",11947,"237.23320524",3.8021,130971,34447,144312,9.9
"234","53069",2022,"Washington","Wahkiakum",NA,16.8,4.08146,4.6057,"3129","17.1","6.043956044",18.22531,15,"300:1",124,"122.6993865",4.13122,108015,26146,1409,18.1
"235","53071",2022,"Washington","Walla Walla","6028.1299432",17.5,4.08426,4.33956,"2458","14.4","6.1958997722",17.56454,195,"314:1",2069,"239.21662762",4.50192,117014,25992,30165,14.9
"236","53073",2022,"Washington","Whatcom","5397.4507835",16.3,3.98315,4.43066,"2588","15.5","5.8418568057",18.53287,1135,"204:1",10724,"193.71339855",4.36539,121013,27721,114716,10.9
"237","53075",2022,"Washington","Whitman","4844.8505434",16.8,4.4189,4.67601,"2101","14.4","5.2612868823",18.21828,83,"596:1",1301,"181.23814268",6.69777,99060,14790,21984,11
"238","53077",2022,"Washington","Yakima","8433.4670033",25.7,4.94604,4.64109,"3248","16.4","6.8303537754",13.85782,888,"284:1",12688,"272.82972263",3.93962,101205,25689,130759,19.1
"239","53000",2023,"Washington","state_year","5823.7351551",11.8,2.94888,4.52829,"1927",NA,"6.5192406834",17.97687,35920,"215:1",204774,NA,4.39521,158711,36110,3913515,12
"240","53001",2023,"Washington","Adams","5954.3213779",22.2,4.32752,4.68094,"1128",NA,"6.579453636",15.36154,38,"543:1",531,NA,3.96147,95412,24085,9611,21.1
"241","53003",2023,"Washington","Asotin","8005.8952239",14.5,3.82492,5.24009,"1913",NA,"6.4814814815",21.13754,106,"211:1",395,NA,4.01547,111626,27799,10630,21.2
"242","53005",2023,"Washington","Benton","5950.1227152",13.3,3.4987,4.44433,"2601",NA,"6.4130017021",18.37315,688,"305:1",5858,NA,4.18821,144686,34546,104773,13.4
"243","53007",2023,"Washington","Chelan","5510.9754109",14.9,3.68256,4.76372,"1585",NA,"6.2701482914",18.31162,385,"207:1",2373,NA,4.42547,127936,28909,44869,13.7
"244","53009",2023,"Washington","Clallam","7590.4299889",13.5,3.35096,4.85583,"1282",NA,"6.3715627096",19.96386,319,"245:1",1911,NA,4.46822,114181,25554,29371,18.5
"245","53011",2023,"Washington","Clark","5883.0433353",11.9,3.33537,4.75619,"2370",NA,"6.3903950426",16.7245,2082,"246:1",13433,NA,3.77289,147252,39029,246019,11.2
"246","53013",2023,"Washington","Columbia",NA,12.9,3.3941,4.82288,"2350",NA,"10.288065844",19.67547,11,"367:1",95,NA,4.93373,115844,23480,1813,20.4
"247","53015",2023,"Washington","Cowlitz","7793.5499974",14.5,3.65983,5.25338,"2499",NA,"6.1471163808",20.82437,570,"196:1",3085,NA,4.27802,114176,26689,48443,15.9
"248","53017",2023,"Washington","Douglas","4376.9540371",15.4,3.60193,4.63528,"1707",NA,"5.7660167131",18.77594,27,"1618:1",1203,NA,3.73273,132161,35406,21948,14.1
"249","53019",2023,"Washington","Ferry","10804.797064",16.9,4.12826,5.34916,"2137",NA,"6.762295082",19.52714,22,"331:1",206,NA,5.14652,103692,20148,2327,30.5
"250","53021",2023,"Washington","Franklin","5264.2767419",17.7,3.73989,4.65775,"2502",NA,"6.0983368172",16.91034,135,"728:1",2881,NA,3.88129,128529,33115,43835,14.7
"251","53023",2023,"Washington","Garfield",NA,11.4,3.2998,4.6398,"676",NA,"9.1954022989",20.55999,1,"2346:1",48,NA,3.38044,92570,27384,821,18.1
"252","53025",2023,"Washington","Grant","7185.2234142",17.6,3.90459,4.94148,"1799",NA,"6.1066457557",17.36068,252,"398:1",3133,NA,4.06487,112979,27794,47490,14.6
"253","53027",2023,"Washington","Grays Harbor","9129.0425044",15.7,3.92674,5.48195,"2311",NA,"7.5",19.31317,320,"240:1",2255,NA,4.03741,99607,24671,29083,20.8
"254","53029",2023,"Washington","Island","5658.6624187",11.4,3.13894,4.71934,"1502",NA,"5.4235125219",20.00098,269,"325:1",2041,NA,3.73199,137229,36771,36507,9.9
"255","53031",2023,"Washington","Jefferson","7153.9610032",11.6,3.22364,4.73415,"759",NA,"4.7389558233",21.85179,155,"217:1",794,NA,4.91476,125582,25552,12802,20.2
"256","53033",2023,"Washington","King","4708.6302623",9.7,2.59227,4.38811,"1764",NA,"6.6693453491",20.08571,12531,"180:1",54571,NA,4.72956,209723,44343,1278003,10.4
"257","53035",2023,"Washington","Kitsap","5877.9088865",11.2,3.02315,4.54505,"1498",NA,"6.3616766467",19.54803,1172,"234:1",6466,NA,3.77001,152154,40359,128186,9.8
"258","53037",2023,"Washington","Kittitas","5235.0046839",13.3,3.65417,5.04284,"1276",NA,"6.5101387407",21.02592,91,"500:1",1381,NA,4.80186,123235,25664,21787,13.2
"259","53039",2023,"Washington","Klickitat","6635.5990606",14.8,3.75179,5.01054,"1601",NA,"7.7247191011",19.54507,44,"525:1",610,NA,4.52548,114024,25196,10105,19.6
"260","53041",2023,"Washington","Lewis","8130.9737543",14.8,3.67774,5.18801,"2102",NA,"6.2480127186",20.32769,463,"182:1",2184,NA,4.28074,112151,26199,34798,16.6
"261","53043",2023,"Washington","Lincoln","6989.9473601",12.6,3.31473,4.85627,"2407",NA,"5.6022408964",21.36445,13,"864:1",229,NA,3.83042,112465,29361,4691,15.2
"262","53045",2023,"Washington","Mason","7029.678772",14.9,3.76099,5.38261,"1844",NA,"5.5978504254",19.20631,186,"364:1",1750,NA,4.25695,119982,28185,25112,19.2
"263","53047",2023,"Washington","Okanogan","7984.1318798",19,4.23239,5.28841,"1341",NA,"7.1364586444",17.42454,141,"302:1",1292,NA,4.16325,95530,22946,19538,20.9
"264","53049",2023,"Washington","Pacific","7644.9521607",14.6,3.6266,5.11436,"2043",NA,"7.3094867807",19.57593,113,"212:1",675,NA,4.58912,105279,22941,8569,20.2
"265","53051",2023,"Washington","Pend Oreille","10653.994749",13.8,3.68974,5.121,"1424",NA,"7.3493975904",20.97408,36,"386:1",391,NA,3.95911,110372,27878,5138,24.9
"266","53053",2023,"Washington","Pierce","6683.2667556",12.9,3.24353,4.96475,"2568",NA,"6.7235631752",17.84744,5038,"184:1",27179,NA,3.75345,147672,39343,448785,10
"267","53055",2023,"Washington","San Juan","3710.4870391",10.4,2.88349,4.64825,"646",NA,"3.3333333333",21.47069,84,"221:1",417,NA,4.83879,143620,29681,8376,16.5
"268","53057",2023,"Washington","Skagit","5808.7680861",12.9,3.30214,4.75274,"1792",NA,"5.6734734936",19.91443,707,"185:1",3904,NA,3.93225,133020,33828,61981,14.8
"269","53059",2023,"Washington","Skamania","6874.0672061",13.6,3.77873,4.97801,"1602",NA,"6.6465256798",20.89882,18,"676:1",350,NA,4.94119,138635,28057,5511,14.2
"270","53061",2023,"Washington","Snohomish","5560.2211966",12.2,3.17994,4.96984,"2076",NA,"6.2713511603",18.03935,3196,"261:1",21791,NA,3.82383,170187,44507,437145,7.9
"271","53063",2023,"Washington","Spokane","6849.2973155",13.3,3.54204,4.79144,"1788",NA,"7.1980992557",19.00957,2675,"204:1",14016,NA,4.35205,123237,28317,260902,12.2
"272","53065",2023,"Washington","Stevens","6884.9044335",14.2,3.5354,4.50309,"1362",NA,"6.1744966443",20.21722,202,"235:1",1272,NA,4.34038,112559,25933,19010,20.1
"273","53067",2023,"Washington","Thurston","5799.5328845",12.3,3.28496,5.42937,"1776",NA,"6.3110617215",20.04958,1381,"216:1",7544,NA,3.79617,140762,37080,145252,11.7
"274","53069",2023,"Washington","Wahkiakum",NA,13.2,3.67138,5.06641,"1007",NA,"6.043956044",19.71695,14,"327:1",90,NA,4.56433,115295,25260,1357,21.6
"275","53071",2023,"Washington","Walla Walla","6028.1299432",13.4,3.36559,4.78821,"2118",NA,"6.1958997722",19.18662,207,"303:1",1456,NA,4.46475,123361,27630,31593,14.8
"276","53073",2023,"Washington","Whatcom","5397.4507835",12.6,3.3851,5.52506,"2056",NA,"5.8418568057",22.91499,1220,"188:1",6822,NA,4.23995,130671,30819,113751,15.3
"277","53075",2023,"Washington","Whitman","4844.8505434",14.5,3.61751,5.04269,"1243",NA,"5.2612868823",18.71998,89,"538:1",996,NA,7.1164,104177,14639,22366,12.6
"278","53077",2023,"Washington","Yakima","8433.4670033",19.2,4.07371,4.89885,"2123",NA,"6.8303537754",15.29847,907,"282:1",9146,NA,3.93745,106508,27050,131217,19.7
