"","fips","year","state","county","combined_ypll_rate","percent_fair_or_poor_health","average_number_of_physically_unhealthy_days","mental_health_provider_rate","average_number_of_mentally_unhealthy_days","smokers","excessive_drinking","unemployed","labor_force","violent_crime_rates","income_ratio","severe_housing_problems"
"204",6059,2015,"California","Orange",4179.3,14.5,NA,184.56423,NA,10.9,17.2,100354,1610933,221.06289,"4.6339807058",28.80116
"205",6061,2015,"California","Placer",4922.1,8.7,NA,212.89977,NA,8.1,16.4,13617,179207,203.40867,"4.3504743528000001",19.90286
"206",6063,2015,"California","Plumas",8246.13,NA,NA,233.31036,NA,14.4,18.3,1148,9138,533.24917,"4.9136005255999997",21.93959
"207",6065,2015,"California","Riverside",5626.57,19.5,NA,130.33766,NA,14.6,17.5,97864,953199,305.53255,"4.5493162039000001",28.4294
"208",6067,2015,"California","Sacramento",6353.17,13.9,NA,292.10789,NA,14.6,18,59779,679983,558.63858,"4.6406862956000001",23.63325
"209",6069,2015,"California","San Benito",4914.79,18.1,NA,78.125,NA,NA,23.8,2958,26555,373.10764,"4.1868472358000002",29.16294
"210",6071,2015,"California","San Bernardino",6379.19,19.4,NA,162.99786,NA,16.2,17.3,87045,865138,430.49908,"4.6223646408999999",28.8317
"211",6073,2015,"California","San Diego",4882.41,16,NA,271.38948,NA,12.1,17.2,120009,1590038,367.03131,"4.7927338157000001",26.60636
"212",6075,2015,"California","San Francisco",5001.5,16.4,NA,763.8738,NA,9.5,20.6,27864,487205,702.6598,"6.8349226265",26.74035
"213",6077,2015,"California","San Joaquin",7018.37,22,NA,168.23329,NA,16.4,17.5,38365,298768,839.21977,"4.7157432461999997",28.8821
"214",6079,2015,"California","San Luis Obispo",5516.34,11.6,NA,437.34151,NA,9.1,17.5,9381,141056,281.90737,"4.6624304681000002",24.97671
"215",6081,2015,"California","San Mateo",3824.37,12,NA,279.91378,NA,10.5,20.6,21782,403567,235.48846,"4.5588996182999999",24.89227
"216",6083,2015,"California","Santa Barbara",4985.83,21,NA,398.67155,NA,10.5,18,15282,224024,400.51137,"4.9281038156000001",28.98648
"217",6085,2015,"California","Santa Clara",3756.61,13.5,NA,250.53154,NA,10.3,14.9,63153,923245,262.14401,"4.9137099219999998",24.31252
"218",6087,2015,"California","Santa Cruz",5065.51,16.8,NA,522.23488,NA,10.1,20.5,14374,151691,443.36885,"5.1974253949999998",27.81478
"219",6089,2015,"California","Shasta",8990.16,15.8,NA,227.95843,NA,25.1,19.6,8844,80917,756.97077,"4.5696130007000004",23.24102
"220",6091,2015,"California","Sierra",10259.86,NA,NA,164.09583,NA,NA,NA,186,1429,424.43064,"5.4396768982000001",18.42105
"221",6093,2015,"California","Siskiyou",8760.78,19.5,NA,308.22622,NA,23.8,19.5,2395,18367,293.53484,"4.7437011294999998",24.51972
"222",6095,2015,"California","Solano",6228.5,17.4,NA,279.66892,NA,13.5,18.3,18344,217872,445.64974,"4.2567994505",23.50513
"223",6097,2015,"California","Sonoma",4942.47,14.4,NA,336.54866,NA,14,21.7,17517,260401,366.28138,"4.4763599017000004",24.75702
"224",6099,2015,"California","Stanislaus",6876.21,22.3,NA,151.85798,NA,17.1,17,30951,238249,515.3746,"4.7316210321999996",27.51084
"225",6101,2015,"California","Sutter",6587.26,19,NA,222.33875,NA,18.7,10.8,6421,41908,356.16142,"4.6468106804999998",24.99211
"226",6103,2015,"California","Tehama",7413.9,24.3,NA,133.21281,NA,21.1,17.7,2902,25000,558.21081,"4.1856471816000003",23.58253
"227",6105,2015,"California","Trinity",9952.41,16.7,NA,312.3141,NA,23.4,NA,620,4836,214.02462,"4.6689008042999998",15.27051
"228",6107,2015,"California","Tulare",6960.71,24.8,NA,202.79956,NA,14.5,19.2,28683,205280,452.72622,"4.6874597380000003",27.78102
"229",6109,2015,"California","Tuolumne",6972.66,13.2,NA,118.79571,NA,19.1,26.5,2396,24551,198.98828,"4.4190060606000001",22.07177
"230",6111,2015,"California","Ventura",4729.52,16.3,NA,261.54689,NA,12.1,17.7,33778,434885,205.02452,"4.4080549676",25.44154
"231",6113,2015,"California","Yolo",4923.08,16.7,NA,305.48455,NA,8.1,19,9173,98087,269.24918,"5.4403082065000001",25.42943
"232",6115,2015,"California","Yuba",7557.53,22.3,NA,129.53368,NA,17.2,19.4,3794,27096,401.08237,"4.0582889528999999",24.07369
"233",53000,2015,"Washington","state_year",5506.17,13.7,NA,231.8901,NA,15.5,16.9,242716,3461130,301.14802,"4.4473115745999996",17.98011
"234",53001,2015,"Washington","Adams",5598.46,23.3,NA,115.3826,NA,10.1,11.8,711,8334,279.12366,"3.5692264574000001",21.88879
"235",53003,2015,"Washington","Asotin",6994.13,19.5,NA,194.48213,NA,21.7,15.6,703,9752,191.68454,"4.0693525757",10.81081
"236",53005,2015,"Washington","Benton",5120.17,12.9,NA,142.0162,NA,15.3,13.4,7719,92474,226.12183,"4.3501187103000003",13.06926
"237",53007,2015,"Washington","Chelan",5750.77,16.2,NA,150.06692,NA,13.2,14.5,2839,39123,162.09516,"4.2349610140999996",15.91586
"238",53009,2015,"Washington","Clallam",7191.12,15.2,NA,193.60549,NA,18.9,13.8,2523,27401,268.39747,"4.2331827555999997",16.42248
"239",53011,2015,"Washington","Clark",5552.63,13.7,NA,194.2242,NA,15.3,16,19792,206093,222.7684,"3.9046153846",17.12368
"240",53013,2015,"Washington","Columbia",6442.25,16.9,NA,173.61111,NA,14.8,14.8,145,1440,146.22258,"5.0562126569999997",12.84916
"241",53015,2015,"Washington","Cowlitz",7213.85,18.1,NA,153.15138,NA,23.2,18.6,4200,41485,309.44468,"4.5608022979999996",18.18068
"242",53017,2015,"Washington","Douglas",4884.95,14.8,NA,32.93557,NA,15.1,14.1,1471,21134,118.64212,"3.4999617445000002",17.33046
"243",53019,2015,"Washington","Ferry",8538.07,19.4,NA,235.41721,NA,24.2,17.9,320,2724,108.77132,"4.8623481781000004",13.45133
"244",53021,2015,"Washington","Franklin",5184.15,24.3,NA,101.57206,NA,11.7,14.4,3464,37394,277.47338,"4.0093754012999998",21.22245
"245",53023,2015,"Washington","Garfield",NA,19,NA,44.32624,NA,16.9,10.5,72,940,204.31991,"3.5983807349000001",10.9375
"246",53025,2015,"Washington","Grant",6244.51,19.2,NA,136.04998,NA,16.1,13.9,3670,41694,299.35568,"4.0573659852999997",16.94519
"247",53027,2015,"Washington","Grays Harbor",8514.33,18.6,NA,119.58693,NA,22.8,21.5,3249,27468,185.00589,"4.3424607330000002",16.4309
"248",53029,2015,"Washington","Island",4833.98,13.2,NA,210.65723,NA,15,16,2322,30118,131.93887,"3.7649321430999998",14.91188
"249",53031,2015,"Washington","Jefferson",5466.27,16.8,NA,249.36827,NA,14.7,15.5,1025,11446,187.99071,"4.4881856978999997",20.70637
"250",53033,2015,"Washington","King",4584.38,10.2,NA,274.30374,NA,11.1,18.4,59661,1139612,343.37923,"4.6208392674000001",18.6262
"251",53035,2015,"Washington","Kitsap",5644.05,12.5,NA,203.56895,NA,16.9,17.2,7923,116461,322.92464,"3.9329909262",16.03661
"252",53037,2015,"Washington","Kittitas",4963.75,13.2,NA,119.71747,NA,15.3,17.3,1493,20056,132.52054,"5.7514044944",24.84994
"253",53039,2015,"Washington","Klickitat",6709.07,15,NA,115.01965,NA,15.9,15.4,946,10208,87.30095,"3.5970663562",19.56258
"254",53041,2015,"Washington","Lewis",6977.23,16.9,NA,159.82739,NA,20.1,14,3213,28640,222.48368,"4.1034465484",16.49485
"255",53043,2015,"Washington","Lincoln",6410.42,12.9,NA,48.53898,NA,17,15.6,339,4461,84.67932,"4.3849266089999999",11.48069
"256",53045,2015,"Washington","Mason",7618.66,18.1,NA,77.6898,NA,24.9,16.1,2289,23480,284.83369,"4.2844050186000002",16.21209
"257",53047,2015,"Washington","Okanogan",8077.24,19.8,NA,237.9045,NA,23.5,15.1,1743,20108,194.81251,"4.2597649499000001",15.52716
"258",53049,2015,"Washington","Pacific",9026.02,19,NA,190.26246,NA,21,14.6,899,8443,127.95602,"4.5239665528000002",17.19915
"259",53051,2015,"Washington","Pend Oreille",8726.3,14.5,NA,116.31514,NA,20.8,17.3,554,4836,132.41998,"4.9405478048999996",16.42202
"260",53053,2015,"Washington","Pierce",6297.67,15.1,NA,318.39247,NA,17.8,16,30586,379522,443.24511,"4.0407614782000003",19.14451
"261",53055,2015,"Washington","San Juan",5284.18,9,NA,321.25984,NA,13.4,21.2,450,7691,96.26653,"4.3263403263000004",24.16149
"262",53057,2015,"Washington","Skagit",5824.39,15.4,NA,249.92216,NA,16.1,16.4,4618,55873,202.02703,"4.0021828862",18.8895
"263",53059,2015,"Washington","Skamania",6873.51,17,NA,97.56963,NA,18.2,19.7,527,4938,104.34783,"5.1028611374999997",17.70011
"264",53061,2015,"Washington","Snohomish",5176.85,13.2,NA,210.07812,NA,15.6,18.4,22781,390211,207.66959,"3.8676159999999999",18.06218
"265",53063,2015,"Washington","Spokane",6335.88,13.9,NA,205.04883,NA,18.7,17.4,17731,225185,352.60131,"4.5834027743999997",16.21098
"266",53065,2015,"Washington","Stevens",7836.08,16.2,NA,221.04536,NA,22.4,17.8,1840,16936,103.74235,"4.1173406103000003",16.09065
"267",53067,2015,"Washington","Thurston",5308.87,13.5,NA,169.21506,NA,19.1,15.9,8837,125732,230.46067,"4.0552117864000001",16.50607
"268",53069,2015,"Washington","Wahkiakum",8950.74,19.5,NA,272.1425,NA,15.3,18.1,156,1417,91.30146,"4.3252586423999997",13.93939
"269",53071,2015,"Washington","Walla Walla",5882.43,15.4,NA,199.89921,NA,12.9,14.1,2044,29194,256.91832,"4.8071582036000002",16.83992
"270",53073,2015,"Washington","Whatcom",4971.75,11.4,NA,343.10138,NA,13.8,17.4,7135,103707,208.64152,"4.7795290912999997",20.52402
"271",53075,2015,"Washington","Whitman",4123.19,9.5,NA,118.10178,NA,11.2,16.7,1301,21046,120.96565,"7.4980512480000003",25.85728
"272",53077,2015,"Washington","Yakima",6963.47,22,NA,208.86968,NA,15.7,13.8,11425,124353,340.74843,"4.3231363382000003",19.98366
"273",41000,2016,"Oregon","state_year",5970.6,15.2,NA,355.16754,NA,17,18.9,134954,1942025,248.82114,"4.6493867924999996",20.43637
"274",41001,2016,"Oregon","Baker",6276.8,14.5,NA,249.08151,NA,15.9,18.5,576,6742,20.60241,"4.6462827487",18.44523
"275",41003,2016,"Oregon","Benton",4753,13,NA,625.60823,NA,14.8,23.2,2341,44024,116.00614,"6.4740754060999999",22.04478
"276",41005,2016,"Oregon","Clackamas",5058.2,10.8,NA,200.26736,NA,12.6,20.6,12601,200522,105.7166,"4.1382861472999997",19.05452
"277",41007,2016,"Oregon","Clatsop",8468.8,13.4,NA,192.13321,NA,16.7,20.8,1205,18118,102.49888,"4.2125536281000002",22.46906
"278",41009,2016,"Oregon","Columbia",6505.4,13,NA,194.10016,NA,16.2,20,1902,22639,144.71489,"4.2884208708999996",15.00525
"279",41011,2016,"Oregon","Coos",8462.9,14.8,NA,214.48579,NA,16.9,17.6,2404,26260,243.64152,"4.4181850555000004",17.18427
"280",41013,2016,"Oregon","Crook",5942.7,14.9,NA,352.41452,NA,17.2,17.1,911,9045,251.7177,"4.1183844834999999",20.35449
"281",41015,2016,"Oregon","Curry",9822.1,13.1,NA,165.65928,NA,15.3,17.6,900,8690,127.69761,"4.3476875755000002",21.26938
"282",41017,2016,"Oregon","Deschutes",5259.4,12.3,NA,325.14027,NA,14.9,20.5,6384,80907,295.0136,"4.4184562075000002",22.89016
"283",41019,2016,"Oregon","Douglas",8108.5,16.1,NA,185.09517,NA,17.5,19,4164,44224,116.40332,"4.2891955533999999",17.12454
"284",41021,2016,"Oregon","Gilliam",NA,11.4,NA,103.51967,NA,13.3,19.3,67,841,35.00788,"3.5998106631",12.2905
"285",41023,2016,"Oregon","Grant",5008.8,13.5,NA,139.27577,NA,15.1,17.7,343,3185,13.37375,"4.8219530102999997",13.48148
"286",41025,2016,"Oregon","Harney",9425.7,15.9,NA,308.7286,NA,17.4,18.3,328,3336,67.1201,"3.8347879260000002",14.4427
"287",41027,2016,"Oregon","Hood River",5163.9,14.8,NA,240.3321,NA,14.7,20.5,767,14024,110.60782,"3.9332112720999999",16.69782
"288",41029,2016,"Oregon","Jackson",6653.2,14.7,NA,252.98758,NA,17.8,21.3,8356,97104,297.63309,"4.4742824219999999",23.78553
"289",41031,2016,"Oregon","Jefferson",9635.4,17.4,NA,126.17159,NA,18.3,18.9,848,9397,82.32084,"3.7233993657000002",18.17614
"290",41033,2016,"Oregon","Josephine",8279.9,14.1,NA,517.94878,NA,17,18.1,3175,32925,210.49851,"4.5668693924000001",25.54182
"291",41035,2016,"Oregon","Klamath",8621.2,16.5,NA,242.91498,NA,17.6,19.1,2767,28638,233.63893,"4.5890881564999999",19.58912
"292",41037,2016,"Oregon","Lake",5650.3,15,NA,127.58357,NA,16.6,18.5,345,3522,329.32236,"3.9327997133000001",16.69004
"293",41039,2016,"Oregon","Lane",6435.5,13.1,NA,629.57495,NA,15.4,21.5,11980,169465,262.34597,"4.9910505614999998",21.35762
"294",41041,2016,"Oregon","Lincoln",7716.4,14.8,NA,256.43236,NA,16.7,18.1,1645,20671,365.22904,"4.2514509803999996",19.51046
"295",41043,2016,"Oregon","Linn",6286.6,15.9,NA,112.26918,NA,17,20.1,4520,54020,118.23039,"4.2350509069999998",17.18838
"296",41045,2016,"Oregon","Malheur",6616.6,20.7,NA,316.21595,NA,19.1,18.6,996,12151,219.81404,"5.1512434326000003",19.58559
"297",41047,2016,"Oregon","Marion",6112.7,15.4,NA,271.99411,NA,15.4,18.4,11189,149448,232.42106,"4.1159406684000004",21.78847
"298",41049,2016,"Oregon","Morrow",6016,17.5,NA,286.0463,NA,15.9,19.4,393,5557,177.97289,"3.7734212352999998",18.2058
"299",41051,2016,"Oregon","Multnomah",6103.3,14.2,NA,605.62989,NA,16.6,24,25468,420520,487.37696,"5.0681687440000003",22.47287
"300",41053,2016,"Oregon","Polk",5468.5,13.7,NA,228.45115,NA,16.1,20.3,2459,35359,238.00966,"4.6327265921",19.03485
"301",41055,2016,"Oregon","Sherman",NA,13.7,NA,NA,NA,15.3,18.6,66,878,37.88596,"5.5328884040000004",17.08861
"302",41057,2016,"Oregon","Tillamook",6694.4,15.1,NA,205.19296,NA,16.2,18.9,781,11167,70.72506,"3.7442751843000002",17.6118
"303",41059,2016,"Oregon","Umatilla",6682.3,16.7,NA,172.08787,NA,16.8,19.9,2801,35389,230.06372,"4.5172042459000004",16.29643
"304",41061,2016,"Oregon","Union",6437.5,14.1,NA,179.05103,NA,16.5,19.7,872,11743,157.45488,"4.7303120356999999",17.23301
"305",41063,2016,"Oregon","Wallowa",7474.3,12.8,NA,131.96481,NA,14.2,18.1,328,3227,23.66192,"4.7091893702999998",17.78523
"306",41065,2016,"Oregon","Wasco",7620.6,15.4,NA,227.31726,NA,16.1,19.2,912,13620,88.03395,"3.6005935507000002",16.41026
"307",41067,2016,"Oregon","Washington",4327,11,NA,231.26192,NA,12.1,20.9,16805,293632,159.56166,"4.1878460686999999",18.20044
"308",41069,2016,"Oregon","Wheeler",NA,13.8,NA,145.45455,NA,14.1,16.6,47,735,NA,"4.7753001714999996",16
"309",41071,2016,"Oregon","Yamhill",5726.9,14.4,NA,297.76529,NA,16.2,21.1,3308,50300,124.60353,"4.1209556993999996",19.42807
"310",6000,2016,"California","state_year",5274.6,18.1,NA,271.2016,NA,12.8,17.2,1414275,18811392,424.52858,"5.1638701775999998",28.51188
"311",6001,2016,"California","Alameda",4885.7,13,NA,484.93998,NA,10.6,16.3,47683,811346,723.49198,"5.4265200564000002",25.09459
"312",6003,2016,"California","Alpine",NA,15.6,NA,627.24014,NA,15.7,17.9,43,491,719.21749,"5.1752958255000001",14.28571
"313",6005,2016,"California","Amador",5775.7,12.7,NA,157.85749,NA,12.6,18.7,1207,14459,294.07926,"4.5519665420999997",21.81243
"314",6007,2016,"California","Butte",7436.8,15.2,NA,454.86775,NA,15,19.9,8820,101924,304.10817,"5.1152521317000001",23.72025
"315",6009,2016,"California","Calaveras",7536.8,11.8,NA,127.73395,NA,11.6,18.2,1641,20307,228.92638,"4.6807746231999996",21.02578
"316",6011,2016,"California","Colusa",6254.6,20.8,NA,168.07507,NA,14.3,17.7,1947,11152,215.91943,"3.7795402391000001",18.88163
"317",6013,2016,"California","Contra Costa",4880.3,13.8,NA,291.72017,NA,11,17.4,33509,544022,396.59625,"4.7882588149999998",23.38903
"318",6015,2016,"California","Del Norte",8718.8,17.2,NA,371.15978,NA,16.1,19.1,1022,10041,492.59375,"5.8289863244999998",24.36888
"319",6017,2016,"California","El Dorado",5110.9,11.6,NA,253.43143,NA,11.6,20.6,6212,88797,241.19475,"4.7834101381999998",20.9448
"320",6019,2016,"California","Fresno",6902.6,21.8,NA,252.49127,NA,13.4,16.9,51217,441022,543.05331,"5.1159428138000003",29.17828
"321",6021,2016,"California","Glenn",7233.5,19.5,NA,114.46968,NA,14.7,17.6,1375,12908,254.22532,"5.3745523990999997",21.12159
"322",6023,2016,"California","Humboldt",8433.9,14.7,NA,348.64141,NA,15.2,19.8,4256,62751,333.79215,"4.7753569175999999",26.01069
"323",6025,2016,"California","Imperial",5244.5,27.8,NA,102.74106,NA,14.4,16.5,18957,80266,303.97915,"5.5534665099999998",28.04089
"324",6027,2016,"California","Inyo",5560.3,14.1,NA,325.90983,NA,13,18.2,643,9213,393.14498,"4.8575200620999999",19.84829
"325",6029,2016,"California","Kern",7492.2,20.8,NA,144.29635,NA,16.7,19.1,41204,394849,561.13979,"4.9375591296000003",26.74777
"326",6031,2016,"California","Kings",6348.7,21.6,NA,158.38263,NA,15.5,18.8,6920,57393,397.88056,"4.5204573965000003",24.45725
"327",6033,2016,"California","Lake",10644.8,17.9,NA,320.95226,NA,15.3,16.9,2653,29928,512.28405,"4.9823862175000002",28.40452
"328",6035,2016,"California","Lassen",6744.1,14.1,NA,283.4735,NA,14.8,21.9,1002,10808,353.33327,"4.4340221843999998",19.95062
"329",6037,2016,"California","Los Angeles",5009.3,20.6,NA,256.37794,NA,12.4,16.8,415088,5025883,473.90485,"5.3783648143000002",34.75925
"330",6039,2016,"California","Madera",6855.2,22.8,NA,122.2921,NA,15.7,17.6,6981,63184,521.3532,"4.4293467631999999",28.0756
"331",6041,2016,"California","Marin",3621.6,10.7,NA,645.06232,NA,10.5,18.4,5980,140051,202.69714,"5.6377306903999997",24.36258
"332",6043,2016,"California","Mariposa",7495.3,13,NA,214.90782,NA,12.7,17.9,715,8128,295.94931,"5.1273888553999996",18.4011
"333",6045,2016,"California","Mendocino",7596.3,17.4,NA,440.42836,NA,15,17.2,2838,41067,501.35808,"4.9014376078000002",27.95793
"334",6047,2016,"California","Merced",6723.5,22.9,NA,115.26058,NA,15.6,16.2,14771,115386,603.68052,"4.5840559147000004",27.11591
"335",6049,2016,"California","Modoc",10229.1,16.4,NA,232.73856,NA,14.4,17,353,3365,439.99862,"4.3326228343000004",19.20615
"336",6051,2016,"California","Mono",3724.6,13.9,NA,171.46531,NA,13.6,21.1,589,8161,353.38154,"3.0368899667",26.21167
"337",6053,2016,"California","Monterey",5044.2,19.9,NA,251.53937,NA,13.6,18.9,19920,219814,464.30727,"4.3616244580999997",30.72128
"338",6055,2016,"California","Napa",4729.2,14.2,NA,411.52844,NA,11.2,18.3,4129,74041,383.62955,"4.4501246882999999",24.9238
"339",6057,2016,"California","Nevada",6140,11.5,NA,487.39547,NA,11.7,18.2,3153,47906,275.64006,"4.3583976682000003",23.72372
"340",6059,2016,"California","Orange",4153.2,12.6,NA,196.40663,NA,11.1,19.5,86442,1575606,221.06289,"4.7346919311000004",28.69383
"341",6061,2016,"California","Placer",4923.8,10.9,NA,229.22081,NA,11.4,19.9,11053,176474,203.40867,"4.4288437924000004",20.2011
"342",6063,2016,"California","Plumas",8755.7,13.9,NA,231.10824,NA,13.3,16.7,952,8140,533.24917,"4.9115029754000004",20.47201
"343",6065,2016,"California","Riverside",5589.4,18.1,NA,141.28884,NA,14.1,17.9,83372,1010706,305.53255,"4.5965417866999996",28.39038
"344",6067,2016,"California","Sacramento",6292.8,15.9,NA,304.31315,NA,15,17.6,49979,682174,558.63858,"4.7817879927",23.8656
"345",6069,2016,"California","San Benito",5053.8,17.6,NA,84.09563,NA,12.4,19.1,2731,29242,373.10764,"4.0432589972999997",29.98812
"346",6071,2016,"California","San Bernardino",6445.1,20.6,NA,170.83061,NA,14.1,17.5,73197,909188,430.49908,"4.6717489188999997",28.78689
"347",6073,2016,"California","San Diego",4871.3,14.3,NA,282.9231,NA,11.8,20,99216,1546363,367.03131,"4.8682956581000001",26.62723
"348",6075,2016,"California","San Francisco",4930.1,11.2,NA,779.7351,NA,11.5,19.7,23307,532645,702.6598,"6.9026548672999999",27.31194
"349",6077,2016,"California","San Joaquin",6986.4,18.5,NA,179.71009,NA,13.9,16.6,33094,311061,839.21977,"4.8206747248999999",28.22871
"350",6079,2016,"California","San Luis Obispo",5411.1,13.1,NA,468.67778,NA,12.4,20.1,7838,139865,281.90737,"4.6337145859",24.6141
"351",6081,2016,"California","San Mateo",3676.1,11.6,NA,293.8381,NA,9.3,17.8,18117,430778,235.48846,"4.6614093619999997",24.95823
"352",6083,2016,"California","Santa Barbara",4806.6,16.8,NA,420.7249,NA,12.4,18.2,13300,218721,400.51137,"4.9460095709000003",29.05944
"353",6085,2016,"California","Santa Clara",3721.1,11.4,NA,266.9158,NA,9,15.9,51736,995256,262.14401,"5.0040172633999997",24.15647
"354",6087,2016,"California","Santa Cruz",5148.6,14.3,NA,557.75485,NA,13.1,19.5,12469,142626,443.36885,"5.2619394963000001",27.04962
"355",6089,2016,"California","Shasta",8959.7,14.5,NA,240.26162,NA,14.1,18,7293,75458,756.97077,"4.6210036104999999",22.43757
"356",6091,2016,"California","Sierra",NA,13.1,NA,166.50017,NA,12.5,16.6,145,1448,424.43064,"5.6605975724000004",16.41791
"357",6093,2016,"California","Siskiyou",9151.9,16.5,NA,320.89484,NA,15.2,16.2,2028,18001,293.53484,"4.6708387819999997",24.58514
"358",6095,2016,"California","Solano",6195.5,15.5,NA,290.86287,NA,12.4,17.8,15186,203706,445.64974,"4.2938238435000002",23.38287
"359",6097,2016,"California","Sonoma",4736.8,13.3,NA,366.7858,NA,11.6,17.5,14351,257295,366.28138,"4.4952802788000001",25.03794
"360",6099,2016,"California","Stanislaus",7103.8,20.2,NA,159.21142,NA,14.5,18.3,27085,241446,515.3746,"4.7662350306999999",27.60843
"361",6101,2016,"California","Sutter",6480.7,16.7,NA,235.79246,NA,13.4,17.3,5653,44455,356.16142,"4.7473090959000004",24.8617
"362",6103,2016,"California","Tehama",7547.7,17.3,NA,145.87661,NA,15.2,17.6,2443,25250,558.21081,"4.2385400715000001",20.97665
"363",6105,2016,"California","Trinity",10280.4,15.2,NA,356.87168,NA,14.9,16.3,501,5045,214.02462,"4.7605042016999999",17.81411
"364",6107,2016,"California","Tulare",6949.5,25.6,NA,207.33395,NA,15.4,16.8,26272,198631,452.72622,"4.7438362115999997",28.71264
"365",6109,2016,"California","Tuolumne",6589.3,13.4,NA,130.0366,NA,13.3,18.8,1888,21638,198.98828,"4.3291453685999999",21.28478
"366",6111,2016,"California","Ventura",4776.5,14.7,NA,280.79198,NA,11.2,18.5,28827,431547,205.02452,"4.4268266748",25.28859
"367",6113,2016,"California","Yolo",5087.6,16.2,NA,317.45267,NA,12.4,17.8,7814,101799,269.24918,"5.7854135410999996",24.59695
"368",6115,2016,"California","Yuba",7894.4,17.9,NA,135.19725,NA,15,18.8,3158,28165,401.08237,"4.1138984721999998",24.36296
"369",53000,2016,"Washington","state_year",5490.8,15.9,NA,252.0417,NA,15.3,18.8,217823,3488184,301.14802,"4.4820418827999999",18.14412
"370",53001,2016,"Washington","Adams",5611,24.7,NA,135.56494,NA,15.8,18.2,664,8547,279.12366,"3.8067675867999999",20.71678
"371",53003,2016,"Washington","Asotin",6838.9,14.1,NA,211.81667,NA,14,17.8,582,9735,191.68454,"4.4206980692000002",12.27197
"372",53005,2016,"Washington","Benton",5262.3,13.7,NA,149.60909,NA,13.8,20.6,6892,89990,226.12183,"4.4841696418000003",12.78998
"373",53007,2016,"Washington","Chelan",5684.7,15.5,NA,182.33496,NA,14,18.9,2603,40960,162.09516,"4.3832300104000002",16.41405
"374",53009,2016,"Washington","Clallam",7089.7,14.2,NA,222.7876,NA,13.8,17.7,2316,26939,268.39747,"4.1772169946000002",16.09717
"375",53011,2016,"Washington","Clark",5495,12.9,NA,228.1556,NA,14.2,19.1,16404,208909,222.7684,"3.8763338482999998",17.29865
"376",53013,2016,"Washington","Columbia",7285.4,15.6,NA,175.65872,NA,15.2,16.9,136,1764,146.22258,"4.3234080517000004",12.2449
"377",53015,2016,"Washington","Cowlitz",7391.1,15.6,NA,179.17813,NA,17,19.4,3697,44048,309.44468,"4.6027113733",18.65944
"378",53017,2016,"Washington","Douglas",4893.7,17.6,NA,32.66003,NA,14.4,18.9,1388,19278,118.64212,"3.5438569740000001",16.64888
"379",53019,2016,"Washington","Ferry",9429.6,18.7,NA,234.7724,NA,18.7,16.8,289,2470,108.77132,"5.4011703511000002",16
"380",53021,2016,"Washington","Franklin",5063.6,21.7,NA,102.49519,NA,15.3,19.4,3237,38238,277.47338,"4.1069399001000004",21.55833
"381",53023,2016,"Washington","Garfield",NA,13.6,NA,45.14673,NA,14.2,17.1,65,959,204.31991,"3.3543472239000001",10.5
"382",53025,2016,"Washington","Grant",6358,19.6,NA,150.30006,NA,16.4,19.2,3417,44650,299.35568,"4.0749140564999999",17.02977
"383",53027,2016,"Washington","Grays Harbor",8375.4,16.3,NA,124.26219,NA,17.5,18.3,2840,27411,185.00589,"4.3989704658999997",17.03996
