"","X","fips","year","state","county","combined_overdose_mortality_rate","combined_overdose_deaths","child_mortality_rate","infant_mortality_rate","age_adjusted_mortality","combined_household_income"
"327",327,6033,2016,"California","Lake",45.826888927,88,58.140625293,5.3603335319,501.3,36333
"328",328,6035,2016,"California","Lassen",31.772061084,31,42.105263158,NA,356,49995
"329",329,6037,2016,"California","Los Angeles",7.4161294569,2232,39.572912642,4.7066740719,262.7,55686
"330",330,6039,2016,"California","Madera",14.809813679,68,57.56650676,5.4489594806,329.4,43171
"331",331,6041,2016,"California","Marin",12.255154905,95,29.948374706,3.1402456121,183.2,94549
"332",332,6043,2016,"California","Mariposa",28.12043043,15,NA,NA,317.4,47781
"333",333,6045,2016,"California","Mendocino",19.810353958,52,53.272351649,7.3123797306,350.2,42840
"334",334,6047,2016,"California","Merced",12.754361108,101,42.845699596,5.9874456784,338,43818
"335",335,6049,2016,"California","Modoc",NA,NA,NA,NA,439,39172
"336",336,6051,2016,"California","Mono",NA,NA,NA,NA,166.6,59181
"337",337,6053,2016,"California","Monterey",11.344810759,146,46.067333609,4.7225739033,246.8,57428
"338",338,6055,2016,"California","Napa",10.925379657,46,31.822810591,5.4116394606,251.1,71063
"339",339,6057,2016,"California","Nevada",23.359344584,69,43.756495105,4.4130626655,262.9,57118
"340",340,6059,2016,"California","Orange",11.229934513,1050,31.136877578,4.2873692352,218.6,76061
"341",341,6061,2016,"California","Placer",11.084006778,122,31.609170171,4.4283710975,243.3,75689
"342",342,6063,2016,"California","Plumas",49.240292628,28,NA,NA,381.1,47964
"343",343,6065,2016,"California","Riverside",13.496723997,930,37.866033281,5.1538348365,291.7,56877
"344",344,6067,2016,"California","Sacramento",15.884293165,698,43.931268287,5.4537461879,328.5,55803
"345",345,6069,2016,"California","San Benito",10.419621305,18,42.43281471,4.8710084792,248.9,68166
"346",346,6071,2016,"California","San Bernardino",5.9850663045,376,48.838419216,6.3157525907,339.7,51951
"347",347,6073,2016,"California","San Diego",13.168601826,1271,40.779283848,4.5250995741,255,66034
"348",348,6075,2016,"California","San Francisco",17.092155337,430,40.860151591,3.5764690788,254.2,83788
"349",349,6077,2016,"California","San Joaquin",15.782620085,335,45.508384764,5.8419784135,358.2,51527
"350",350,6079,2016,"California","San Luis Obispo",13.127310828,109,46.600170537,4.4937879989,262.5,61775
"351",351,6081,2016,"California","San Mateo",8.0614092323,181,26.877418773,3.4802784223,200.6,100806
"352",352,6083,2016,"California","Santa Barbara",11.54775033,151,31.983951732,4.6869052151,245.6,62116
"353",353,6085,2016,"California","Santa Clara",7.6508495482,428,27.888059753,3.4778901548,198.8,97219
"354",354,6087,2016,"California","Santa Cruz",19.306954588,156,37.210653138,3.9974484372,250.9,64257
"355",355,6089,2016,"California","Shasta",26.424995813,142,57.470530389,5.7559734957,429.2,43661
"356",356,6091,2016,"California","Sierra",NA,NA,NA,NA,319,47293
"357",357,6093,2016,"California","Siskiyou",13.679786595,18,52.408010151,NA,407.8,38641
"358",358,6095,2016,"California","Solano",11.905918181,152,44.285317541,5.8794062591,305,67106
"359",359,6097,2016,"California","Sonoma",11.969235031,178,32.263574424,4.1008975549,250.5,66949
"360",360,6099,2016,"California","Stanislaus",13.614367654,215,54.925217861,6.2956874541,359.1,50917
"361",361,6101,2016,"California","Sutter",12.228398534,35,36.003074857,4.8387096774,340.1,51827
"362",362,6103,2016,"California","Tehama",14.245765842,27,46.242405881,6.4196625092,369.9,40782
"363",363,6105,2016,"California","Trinity",NA,NA,NA,NA,451,34961
"364",364,6107,2016,"California","Tulare",7.4762628654,102,45.939849884,5.1894135963,353.9,42360
"365",365,6109,2016,"California","Tuolumne",26.590317414,43,32.179346223,NA,319,49476
"366",366,6111,2016,"California","Ventura",14.275636366,360,38.235069205,5.1527191458,233.3,74967
"367",367,6113,2016,"California","Yolo",11.682603144,72,31.184047132,3.8196225985,283.3,54509
"368",368,6115,2016,"California","Yuba",9.9894656544,22,49.243334134,5.1569506726,416.5,41403
"369",369,53000,2016,"Washington","year_state_total",14.013412742,2933,41.346981568,4.8940249746,284.8,61358
"370",370,53001,2016,"Washington","Adams",NA,NA,41.418781535,6.798096533,289.3,47423
"371",371,53003,2016,"Washington","Asotin",NA,NA,NA,NA,348.2,44055
"372",372,53005,2016,"Washington","Benton",11.204076838,62,41.732141477,5.0034506556,278.2,58750
"373",373,53007,2016,"Washington","Chelan",13.048838653,29,38.498556304,4.577313689,284,49174
"374",374,53009,2016,"Washington","Clallam",21.208907741,46,50.628967559,6.1135371179,329.9,47185
"375",375,53011,2016,"Washington","Clark",13.80229118,184,41.580501399,4.7352561343,282.2,61747
"376",376,53013,2016,"Washington","Columbia",NA,NA,NA,NA,314.4,45465
"377",377,53015,2016,"Washington","Cowlitz",23.20344849,71,37.230081906,6.1686855092,377,44235
"378",378,53017,2016,"Washington","Douglas",12.644889357,15,35.867148083,5.790997631,244.3,51151
"379",379,53019,2016,"Washington","Ferry",NA,NA,NA,NA,410.6,39992
"380",380,53021,2016,"Washington","Franklin",5.7627587479,15,41.354309647,4.762729477,280.6,55006
"381",381,53023,2016,"Washington","Garfield",NA,NA,NA,NA,254.1,46404
"382",382,53025,2016,"Washington","Grant",7.2267911602,20,41.278928902,6.3381539011,329.9,50388
"383",383,53027,2016,"Washington","Grays Harbor",22.004981553,47,57.045995371,4.7090480996,419,43205
"384",384,53029,2016,"Washington","Island",15.595166341,37,41.358466555,3.5362853629,229.2,59358
"385",385,53031,2016,"Washington","Jefferson",13.309966947,12,NA,NA,245.8,50964
"386",386,53033,2016,"Washington","King",13.747876662,843,37.139631368,4.1217410326,239.7,75738
"387",387,53035,2016,"Washington","Kitsap",11.138163016,85,44.476515946,5.1040061633,275.3,61898
"388",388,53037,2016,"Washington","Kittitas",10.320818679,13,46.929471708,NA,284.1,48127
"389",389,53039,2016,"Washington","Klickitat",NA,NA,61.863787189,NA,327.9,49348
"390",390,53041,2016,"Washington","Lewis",16.384005668,37,46.661514458,NA,365.7,44243
"391",391,53043,2016,"Washington","Lincoln",NA,NA,NA,NA,309.8,49955
"392",392,53045,2016,"Washington","Mason",21.423862887,39,51.595327527,4.8383549593,355.9,52313
"393",393,53047,2016,"Washington","Okanogan",9.6963428627,12,64.719892306,6.2531265633,352.4,37782
"394",394,53049,2016,"Washington","Pacific",22.714735373,14,67.704807041,NA,406.4,40189
"395",395,53051,2016,"Washington","Pend Oreille",NA,NA,NA,NA,402.9,42579
"396",396,53053,2016,"Washington","Pierce",14.736018239,363,45.665450608,5.7118974645,328.5,60397
"397",397,53055,2016,"Washington","San Juan",NA,NA,NA,NA,221.5,54721
"398",398,53057,2016,"Washington","Skagit",17.626124715,63,45.583422221,4.8172286767,289.2,51395
"399",399,53059,2016,"Washington","Skamania",NA,NA,NA,NA,317.5,52673
"400",400,53061,2016,"Washington","Snohomish",17.600820538,394,29.671752636,4.3484294768,276.8,71890
"401",401,53063,2016,"Washington","Spokane",14.936250001,215,48.085882767,5.4874266355,330.4,50083
"402",402,53065,2016,"Washington","Stevens",12.249460258,16,42.362322452,7.0310003196,351.7,43823
"403",403,53067,2016,"Washington","Thurston",11.569203543,91,42.98745626,4.8639969777,283.3,61653
"404",404,53069,2016,"Washington","Wahkiakum",NA,NA,NA,NA,455.8,51022
"405",405,53071,2016,"Washington","Walla Walla",17.899294097,32,45.439054868,6.6791901482,294.2,49819
"406",406,53073,2016,"Washington","Whatcom",8.387556737,52,38.84771695,4.8982188295,255.1,53733
"407",407,53075,2016,"Washington","Whitman",NA,NA,48.076923077,NA,240.6,41837
"408",408,53077,2016,"Washington","Yakima",9.1680283885,68,54.408608651,6.2184983963,341.1,44342
"409",409,41000,2017,"Oregon","year_state_total",12.423213101,1482,43.470574347,5.0808059463,310,54074
"410",410,41001,2017,"Oregon","Baker",NA,NA,NA,NA,363.5,40855
"411",411,41003,2017,"Oregon","Benton",8.0620702629,21,46.145169284,NA,217.5,54773
"412",412,41005,2017,"Oregon","Clackamas",11.05718506,131,35.369453913,3.9575463213,261.3,69523
"413",413,41007,2017,"Oregon","Clatsop",13.327528454,15,77.768385461,6.8376068376,379.7,47340
"414",414,41009,2017,"Oregon","Columbia",11.45529403,17,49.514978281,NA,338.2,52060
"415",415,41011,2017,"Oregon","Coos",11.709726525,22,47.342371422,NA,432.7,38934
"416",416,41013,2017,"Oregon","Crook",18.91461627,12,NA,NA,348.9,45046
"417",417,41015,2017,"Oregon","Curry",23.824768825,16,NA,NA,447.2,38126
"418",418,41017,2017,"Oregon","Deschutes",9.7730693302,50,34.33287785,3.9485114112,252.8,56911
"419",419,41019,2017,"Oregon","Douglas",13.370771494,43,60.776509283,6.2671367019,426.8,41696
"420",420,41021,2017,"Oregon","Gilliam",NA,NA,NA,NA,366,50694
"421",421,41023,2017,"Oregon","Grant",NA,NA,NA,NA,259.9,43105
"422",422,41025,2017,"Oregon","Harney",NA,NA,NA,NA,409.5,40468
"423",423,41027,2017,"Oregon","Hood River",NA,NA,NA,NA,255.4,53726
"424",424,41029,2017,"Oregon","Jackson",14.570818136,92,40.146790236,4.0704738761,345.6,44855
"425",425,41031,2017,"Oregon","Jefferson",NA,NA,79.158130006,9.7447795824,378.6,42325
"426",426,41033,2017,"Oregon","Josephine",15.49771508,39,60.751496006,7.5679394565,418.2,40569
"427",427,41035,2017,"Oregon","Klamath",12.159225052,24,63.195590352,8.708014928,407.1,42384
"428",428,41037,2017,"Oregon","Lake",NA,NA,NA,NA,355.4,39878
"429",429,41039,2017,"Oregon","Lane",16.242143443,175,44.5981415,5.2224525594,327.7,47254
"430",430,41041,2017,"Oregon","Lincoln",22.890825071,32,59.566730414,NA,402.4,41118
"431",431,41043,2017,"Oregon","Linn",16.728562347,60,36.825796021,5.7741240947,359.8,47757
"432",432,41045,2017,"Oregon","Malheur",12.059023438,11,42.393608348,NA,374.9,37604
"433",433,41047,2017,"Oregon","Marion",7.3437614746,72,41.229295069,5.7562767912,316.4,51623
"434",434,41049,2017,"Oregon","Morrow",NA,NA,NA,NA,351.2,53774
"435",435,41051,2017,"Oregon","Multnomah",16.201335453,378,45.566835155,5.3125682265,323.4,58764
"436",436,41053,2017,"Oregon","Polk",7.2618228884,17,56.597001739,4.3441938179,285.3,55342
"437",437,41055,2017,"Oregon","Sherman",NA,NA,NA,NA,300.9,51448
"438",438,41057,2017,"Oregon","Tillamook",22.276968236,17,81.636818205,NA,350.2,44972
"439",439,41059,2017,"Oregon","Umatilla",7.8275844075,18,42.671218263,5.5975006509,334.9,49016
"440",440,41061,2017,"Oregon","Union",14.261081509,11,57.271245429,NA,340.6,46378
"441",441,41063,2017,"Oregon","Wallowa",NA,NA,NA,NA,324,44045
"442",442,41065,2017,"Oregon","Wasco",NA,NA,65.191881438,NA,377.4,45110
"443",443,41067,2017,"Oregon","Washington",8.5090290252,144,35.763747603,4.3764098016,221.6,70417
"444",444,41069,2017,"Oregon","Wheeler",NA,NA,NA,NA,305.1,34157
"445",445,41071,2017,"Oregon","Yamhill",9.8314882907,30,39.865715485,5.2688300802,299.3,52806
"446",446,6000,2017,"California","year_state_total",11.723442445,13632,38.55634323,4.8618496199,268.6,64483
"447",447,6001,2017,"California","Alameda",11.163980649,539,35.060390252,4.4091899811,244.6,81462
"448",448,6003,2017,"California","Alpine",NA,NA,NA,NA,NA,50882
"449",449,6005,2017,"California","Amador",24.487130652,27,NA,NA,297.5,55879
"450",450,6007,2017,"California","Butte",29.177868884,196,45.294608284,5.5409740449,369.8,45369
"451",451,6009,2017,"California","Calaveras",21.647122052,29,46.820863377,NA,317.5,52471
"452",452,6011,2017,"California","Colusa",NA,NA,53.586150041,NA,285.2,51118
"453",453,6013,2017,"California","Contra Costa",11.223516328,374,30.032306318,4.5482972312,239.7,83036
"454",454,6015,2017,"California","Del Norte",21.860843586,18,47.032666325,NA,423.7,38963
"455",455,6017,2017,"California","El Dorado",21.6648825,119,25.330596763,4.0098967665,257.6,75575
"456",456,6019,2017,"California","Fresno",12.39595084,359,58.320913969,6.9804826056,341.4,46608
"457",457,6021,2017,"California","Glenn",21.451043951,18,52.897808047,NA,370.5,43584
"458",458,6023,2017,"California","Humboldt",30.86198766,125,58.781701825,6.2180974478,423.6,40739
"459",459,6025,2017,"California","Imperial",18.10154031,97,30.904167648,3.7077725899,297.5,39925
"460",460,6027,2017,"California","Inyo",25.391298039,14,NA,NA,328.9,51697
"461",461,6029,2017,"California","Kern",23.160080415,607,54.801720949,6.5507488653,389.5,51150
"462",462,6031,2017,"California","Kings",13.489785358,61,48.033046736,5.7890342332,320.5,46440
"463",463,6033,2017,"California","Lake",50.354296987,97,56.967073032,6.4705882353,527.4,37993
"464",464,6035,2017,"California","Lassen",33.593331724,32,NA,NA,354.1,54670
"465",465,6037,2017,"California","Los Angeles",7.5303428764,2282,36.918240935,4.6744834244,257.8,59045
"466",466,6039,2017,"California","Madera",14.720685811,68,57.827102804,5.4886685552,319.6,46593
"467",467,6041,2017,"California","Marin",9.7393943122,76,27.746164916,3.3873004937,170.9,99868
"468",468,6043,2017,"California","Mariposa",20.767255702,11,NA,NA,336.3,44595
"469",469,6045,2017,"California","Mendocino",23.980815348,63,64.189897296,5.8411214953,358.5,43237
"470",470,6047,2017,"California","Merced",13.031993544,104,41.203517282,5.8719328172,339.9,42879
"471",471,6049,2017,"California","Modoc",NA,NA,NA,NA,433,38402
"472",472,6051,2017,"California","Mono",NA,NA,NA,NA,176,53992
"473",473,6053,2017,"California","Monterey",11.514078086,149,41.690071619,4.6485910878,244.2,60047
"474",474,6055,2017,"California","Napa",11.544378712,49,25.769667491,5.0150451354,241.7,72683
"475",475,6057,2017,"California","Nevada",21.285941143,63,36.859565057,3.878018685,262,57627
"476",476,6059,2017,"California","Orange",11.781980548,1111,29.209182926,4.028598385,213.6,78002
"477",477,6061,2017,"California","Placer",11.486063277,128,30.20332999,4.5363278055,240.7,76203
"478",478,6063,2017,"California","Plumas",46.533271289,26,NA,NA,409.1,46813
"479",479,6065,2017,"California","Riverside",14.048797589,981,35.970989356,5.1729375122,290.5,57895
"480",480,6067,2017,"California","Sacramento",17.43339095,775,43.59222038,5.3635238422,322.3,58735
"481",481,6069,2017,"California","San Benito",10.305795865,18,34.979489299,5.1756007394,243.8,76521
"482",482,6071,2017,"California","San Bernardino",5.5457920473,351,48.954315072,6.2702644765,340.9,53526
"483",483,6073,2017,"California","San Diego",12.952461397,1266,36.570385275,4.4796910121,245.3,67053
"484",484,6075,2017,"California","San Francisco",19.180131576,490,38.974851312,3.6608955606,242.1,90527
"485",485,6077,2017,"California","San Joaquin",16.122403524,346,46.194407097,5.9978483055,361.9,53341
"486",486,6079,2017,"California","San Luis Obispo",14.696622286,123,44.958697285,4.6716568456,257.2,61761
"487",487,6081,2017,"California","San Mateo",8.498125789,193,25.442467642,3.0739585245,189,101133
"488",488,6083,2017,"California","Santa Barbara",13.624658816,180,32.723011126,4.3971358547,244.6,63049
"489",489,6085,2017,"California","Santa Clara",7.5246401125,427,28.264653474,3.3784944513,194.2,102191
"490",490,6087,2017,"California","Santa Cruz",18.764510301,153,47.043563253,4.0814535241,245.8,64841
"491",491,6089,2017,"California","Shasta",22.291698014,120,44.461341186,5.5727138445,440.1,45943
"492",492,6091,2017,"California","Sierra",NA,NA,NA,NA,339.6,47535
"493",493,6093,2017,"California","Siskiyou",18.32326826,24,45.094557651,NA,436,37447
"494",494,6095,2017,"California","Solano",14.009168653,181,48.700479435,5.831683698,310.1,67202
"495",495,6097,2017,"California","Sonoma",12.821685744,192,26.304993122,4.1205525767,245.2,66463
"496",496,6099,2017,"California","Stanislaus",15.28940845,244,50.492299924,6.0143129941,366.5,51949
"497",497,6101,2017,"California","Sutter",11.471876521,33,39.472255938,5.29705027,344.9,50810
"498",498,6103,2017,"California","Tehama",12.141560032,23,42.64182507,7.2409951727,376.3,40292
"499",499,6105,2017,"California","Trinity",NA,NA,NA,NA,449.3,37669
"500",500,6107,2017,"California","Tulare",8.6721799383,119,44.60010303,5.2643545482,360.7,42637
"501",501,6109,2017,"California","Tuolumne",32.834822258,53,52.468794875,NA,339.2,53136
"502",502,6111,2017,"California","Ventura",14.430276139,366,38.327276001,5.1702620788,233.1,79285
"503",503,6113,2017,"California","Yolo",12.955874849,81,38.21317413,3.6815462494,284.8,58766
"504",504,6115,2017,"California","Yuba",12.173238713,27,60.534153369,5.2397767399,431.8,46500
"505",505,53000,2017,"Washington","year_state_total",14.346832168,3042,41.905610739,4.8704328534,286.4,64080
"506",506,53001,2017,"Washington","Adams",NA,NA,44.540123228,6.7704807041,332.8,48127
"507",507,53003,2017,"Washington","Asotin",NA,NA,NA,NA,346.2,46573
"508",508,53005,2017,"Washington","Benton",13.896782539,78,45.28210753,4.9544419134,285.5,62698
"509",509,53007,2017,"Washington","Chelan",11.150807988,25,38.553155163,4.63163989,287.3,53604
"510",510,53009,2017,"Washington","Clallam",18.763185714,41,62.381815701,6.5245759026,339.2,46708
"511",511,53011,2017,"Washington","Clark",13.733829523,186,36.032473168,4.7138392171,288.8,64282
"512",512,53013,2017,"Washington","Columbia",NA,NA,NA,NA,442,40209
"513",513,53015,2017,"Washington","Cowlitz",19.839914656,61,46.599309483,5.9286284346,388,50502
"514",514,53017,2017,"Washington","Douglas",15.858574898,19,28.624588522,6.1382439285,267.7,51400
"515",515,53019,2017,"Washington","Ferry",NA,NA,NA,NA,417,40747
"516",516,53021,2017,"Washington","Franklin",6.8375029439,18,45.194078723,4.4711951849,243.8,58246
"517",517,53023,2017,"Washington","Garfield",NA,NA,NA,NA,218.8,47087
"518",518,53025,2017,"Washington","Grant",9.7023184948,27,41.822016177,5.6644488401,337.8,50573
"519",519,53027,2017,"Washington","Grays Harbor",23.002750941,49,43.387567793,5.1519835137,429.9,44345
"520",520,53029,2017,"Washington","Island",14.6646611,35,46.187090708,3.2568238213,257.2,60567
"521",521,53031,2017,"Washington","Jefferson",NA,NA,61.106018943,NA,251.1,53421
"522",522,53033,2017,"Washington","King",13.890800365,867,36.368261898,4.140857995,235.1,81816
"523",523,53035,2017,"Washington","Kitsap",12.885893461,99,50.143466028,5.543668547,283.5,65814
"524",524,53037,2017,"Washington","Kittitas",10.975571514,14,39.537412276,NA,279.9,47378
"525",525,53039,2017,"Washington","Klickitat",NA,NA,NA,NA,279.4,50043
"526",526,53041,2017,"Washington","Lewis",15.480492368,35,62.769010043,3.7377355552,362.3,47619
"527",527,53043,2017,"Washington","Lincoln",NA,NA,NA,NA,288.5,49774
"528",528,53045,2017,"Washington","Mason",19.755145941,36,61.376960359,4.8791306276,358.2,54175
"529",529,53047,2017,"Washington","Okanogan",14.516246099,18,38.891337603,5.873340143,360.9,41844
"530",530,53049,2017,"Washington","Pacific",22.614567012,14,NA,NA,388.5,41088
"531",531,53051,2017,"Washington","Pend Oreille",NA,NA,NA,NA,423.9,41526
"532",532,53053,2017,"Washington","Pierce",15.667417981,391,48.689768372,5.6502901158,330.8,60168
"533",533,53055,2017,"Washington","San Juan",NA,NA,NA,NA,204.2,59859
"534",534,53057,2017,"Washington","Skagit",17.726174913,64,36.84802034,5.3231939163,296.5,56891
"535",535,53059,2017,"Washington","Skamania",NA,NA,NA,NA,298.3,53733
"536",536,53061,2017,"Washington","Snohomish",17.208099923,392,32.841332102,4.2337781868,274.9,76053
"537",537,53063,2017,"Washington","Spokane",15.261287681,222,48.476215639,5.5969704909,343.7,48676
"538",538,53065,2017,"Washington","Stevens",12.225779584,16,38.58818687,NA,345.3,42845
"539",539,53067,2017,"Washington","Thurston",12.284165335,98,40.184678523,4.8953331158,281.8,62299
"540",540,53069,2017,"Washington","Wahkiakum",NA,NA,NA,NA,395.7,50402
"541",541,53071,2017,"Washington","Walla Walla",19.475605413,35,59.37104991,5.6461731493,317.6,50120
"542",542,53073,2017,"Washington","Whatcom",10.68600994,67,41.743942656,4.4433159832,256.6,55073
"543",543,53075,2017,"Washington","Whitman",7.769788238,11,67.457217922,NA,291.8,43817
"544",544,53077,2017,"Washington","Yakima",9.0106931375,67,49.903228199,6.0698530631,349.1,46891
"545",545,41000,2018,"Oregon","year_state_total",12.677089555,1533,42.353079054,4.8951005455,309.9,57379
"546",546,41001,2018,"Oregon","Baker",NA,NA,80.038418441,NA,358.8,42177
"547",547,41003,2018,"Oregon","Benton",8.7361787954,23,39.173607208,4.0222179659,228.6,56167
"548",548,41005,2018,"Oregon","Clackamas",10.211290699,123,33.202132882,4.2228243657,265.3,74460
"549",549,41007,2018,"Oregon","Clatsop",16.675882286,19,64.230418174,NA,361.6,49898
"550",550,41009,2018,"Oregon","Columbia",12.012492993,18,43.118120958,NA,332.9,63055
"551",551,41011,2018,"Oregon","Coos",11.618266027,22,51.405071967,NA,414.7,41403
"552",552,41013,2018,"Oregon","Crook",18.405472561,12,NA,NA,363.3,45350
"553",553,41015,2018,"Oregon","Curry",22.212021146,15,NA,NA,425.6,40682
"554",554,41017,2018,"Oregon","Deschutes",11.385998637,60,33.315202611,3.8690955989,249.9,61248
"555",555,41019,2018,"Oregon","Douglas",13.926973143,45,56.150914543,5.6795667679,429.2,43202
"556",556,41021,2018,"Oregon","Gilliam",NA,NA,NA,NA,375.7,45728
"557",557,41023,2018,"Oregon","Grant",NA,NA,NA,NA,271,44309
"558",558,41025,2018,"Oregon","Harney",NA,NA,NA,NA,447,41846
"559",559,41027,2018,"Oregon","Hood River",NA,NA,43.679566699,NA,232.7,53941
"560",560,41029,2018,"Oregon","Jackson",14.54531805,93,43.977109351,4.2212161997,345.5,48538
"561",561,41031,2018,"Oregon","Jefferson",NA,NA,106.65430095,NA,375.4,44943
"562",562,41033,2018,"Oregon","Josephine",12.586136371,32,54.425882531,7.3568050447,421.7,38921
"563",563,41035,2018,"Oregon","Klamath",12.126479178,24,50.86916101,6.4910979228,424.3,44678
"564",564,41037,2018,"Oregon","Lake",NA,NA,NA,NA,404.9,40095
"565",565,41039,2018,"Oregon","Lane",18.244310571,199,46.203828005,4.665192037,320.9,47933
"566",566,41041,2018,"Oregon","Lincoln",18.407079646,26,59.19925222,NA,413.7,41791
"567",567,41043,2018,"Oregon","Linn",16.264555399,59,40.399687576,4.9990002,362.9,50876
"568",568,41045,2018,"Oregon","Malheur",NA,NA,48.831304121,NA,374.9,38130
"569",569,41047,2018,"Oregon","Marion",9.5657549999,95,38.137794554,5.615093371,323.2,55954
"570",570,41049,2018,"Oregon","Morrow",NA,NA,NA,NA,309.6,53588
"571",571,41051,2018,"Oregon","Multnomah",15.717610315,372,43.878252475,4.6915005402,315.8,62292
"572",572,41053,2018,"Oregon","Polk",8.7818341488,21,60.048584764,5.4329930853,291.3,55218
"573",573,41055,2018,"Oregon","Sherman",NA,NA,NA,NA,362.3,57216
"574",574,41057,2018,"Oregon","Tillamook",23.334802562,18,61.174551387,NA,365.2,46226
"575",575,41059,2018,"Oregon","Umatilla",8.707312401,20,45.445364573,4.8879837067,351.8,49667
"576",576,41061,2018,"Oregon","Union",15.47029703,12,70.141598352,NA,362.3,47309
"577",577,41063,2018,"Oregon","Wallowa",NA,NA,NA,NA,338.9,46350
"578",578,41065,2018,"Oregon","Wasco",NA,NA,47.718202325,NA,383.9,50562
"579",579,41067,2018,"Oregon","Washington",8.836680129,152,33.339284608,4.6100877278,221.7,75577
"580",580,41069,2018,"Oregon","Wheeler",NA,NA,NA,NA,NA,35341
"581",581,41071,2018,"Oregon","Yamhill",9.0482530409,28,35.929409278,4.9554013875,317.2,60643
"582",582,6000,2018,"California","year_state_total",11.804022677,13834,38.457319901,4.4970161675,268.8,67715
"583",583,6001,2018,"California","Alameda",10.782463793,528,33.771419668,4.0611806641,240.5,89472
"584",584,6003,2018,"California","Alpine",NA,NA,NA,NA,511,57481
"585",585,6005,2018,"California","Amador",25.196623652,28,43.919364048,NA,302.3,59789
"586",586,6007,2018,"California","Butte",31.337026767,212,44.144994234,4.8950224109,382.7,45097
"587",587,6009,2018,"California","Calaveras",19.313193139,26,50.821078042,NA,320.8,57990
"588",588,6011,2018,"California","Colusa",NA,NA,58.540664855,NA,280.6,54861
"589",589,6013,2018,"California","Contra Costa",10.553742413,356,30.174494793,4.1296024246,238.5,90920
"590",590,6015,2018,"California","Del Norte",17.071921567,14,NA,NA,460.4,39458
"591",591,6017,2018,"California","El Dorado",23.139611399,128,26.210602189,2.7553106391,264.2,75100
"592",592,6019,2018,"California","Fresno",14.174441496,414,57.560525833,6.987703808,342.8,48323
"593",593,6021,2018,"California","Glenn",20.224371557,17,66.720042701,NA,363.6,46141
"594",594,6023,2018,"California","Humboldt",33.891478503,138,57.827030819,6.3992359121,428.6,43164
"595",595,6025,2018,"California","Imperial",19.068247665,103,32.682607975,3.6819203366,306.5,43327
"596",596,6027,2018,"California","Inyo",27.365271646,15,NA,NA,385.2,53350
"597",597,6029,2018,"California","Kern",23.88746317,631,51.865859735,5.8648694321,391.9,49812
"598",598,6031,2018,"California","Kings",11.307727612,51,44.080262308,5.240479795,310.7,51320
"599",599,6033,2018,"California","Lake",44.066337984,85,53.178356409,5.9066745422,530.5,40818
"600",600,6035,2018,"California","Lassen",35.119833128,33,NA,NA,356,49793
"601",601,6037,2018,"California","Los Angeles",7.5201532218,2288,36.553091509,4.3097256141,258.4,61308
"602",602,6039,2018,"California","Madera",14.001288119,65,52.750962705,5.9208091773,319.4,49467
"603",603,6041,2018,"California","Marin",9.710946025,76,24.834126776,3.1097560976,163.4,103488
"604",604,6043,2018,"California","Mariposa",20.903407255,11,NA,NA,371.3,51233
"605",605,6045,2018,"California","Mendocino",26.601202374,70,65.703885728,6.673930809,357.5,45247
"606",606,6047,2018,"California","Merced",13.565987952,109,41.552761072,4.3371549608,355.3,47442
"607",607,6049,2018,"California","Modoc",NA,NA,NA,NA,474.8,42890
"608",608,6051,2018,"California","Mono",NA,NA,NA,NA,164.3,56574
"609",609,6053,2018,"California","Monterey",11.303570852,147,37.45154296,4.5223412312,241.9,62999
"610",610,6055,2018,"California","Napa",10.087053619,43,32.499979688,3.5133136095,243.1,73112
"611",611,6057,2018,"California","Nevada",18.863030817,56,32.875929102,3.9632498649,256.9,60501
"612",612,6059,2018,"California","Orange",12.310516332,1168,29.814628071,3.4314001238,213.5,81642
"613",613,6061,2018,"California","Placer",11.262699359,127,32.252295044,4.2274441101,242.5,85326
"614",614,6063,2018,"California","Plumas",34.146867474,19,78.112794876,NA,383.1,53646
"615",615,6065,2018,"California","Riverside",14.368388528,1017,36.360038485,4.5699848596,291.7,59951
"616",616,6067,2018,"California","Sacramento",16.897070826,760,43.894272178,5.1584537698,321.6,59728
"617",617,6069,2018,"California","San Benito",7.3665659903,13,35.102835352,4.6610992426,234.6,73298
"618",618,6071,2018,"California","San Bernardino",5.0150074097,320,51.234744289,6.0497423258,341.4,56194
"619",619,6073,2018,"California","San Diego",12.873580528,1272,35.548503099,4.1002128705,244,70693
"620",620,6075,2018,"California","San Francisco",21.095970438,546,33.842195578,2.942365209,239.1,101873
"621",621,6077,2018,"California","San Joaquin",15.859064858,345,48.060014944,5.5555555556,366.8,59038
"622",622,6079,2018,"California","San Luis Obispo",15.414331297,130,43.863323854,5.5631306245,261.7,69517
"623",623,6081,2018,"California","San Mateo",8.1712448214,187,26.051903408,2.9090681598,185.9,107075
"624",624,6083,2018,"California","Santa Barbara",14.643960268,195,37.324442718,4.1142002244,243.5,66360
"625",625,6085,2018,"California","Santa Clara",7.414449034,425,28.16856159,3.1421416647,195.1,110843
"626",626,6087,2018,"California","Santa Cruz",19.131805957,157,43.564392758,4.3000701098,243.1,75929
"627",627,6089,2018,"California","Shasta",19.852755637,107,45.849342934,5.4887792677,444.6,46663
"628",628,6091,2018,"California","Sierra",NA,NA,NA,NA,329.4,48099
"629",629,6093,2018,"California","Siskiyou",27.526092442,36,45.245030116,NA,439.3,40875
