"","X.1","fips","year","state","county","combined_overdose_mortality_rate","combined_overdose_deaths","child_mortality_rate","infant_mortality_rate","age_adjusted_mortality","combined_household_income","combined_ypll_rate","percent_fair_or_poor_health","average_number_of_physically_unhealthy_days","mental_health_provider_rate","average_number_of_mentally_unhealthy_days","smokers","excessive_drinking","unemployed","labor_force","violent_crime_rates","income_ratio","severe_housing_problems"
"290",562,41033,2018,"Oregon","Josephine",12.586136371,32,54.425882531,7.3568050447,421.7,38921,8828.72221,17.09299,NA,682.15683,NA,18.33356,16.58148,2260,34465,219.15555,4.5901283674,23.75311
"291",563,41035,2018,"Oregon","Klamath",12.126479178,24,50.86916101,6.4910979228,424.3,44678,8372.5874,17.18834,NA,392.8179,NA,17.57639,18.35933,2019,29426,219.58091,4.4516412339,19.92634
"292",564,41037,2018,"Oregon","Lake",NA,NA,NA,NA,404.9,40095,6913.10942,17.1515,NA,153.11982,NA,17.26226,16.50792,224,3482,NA,3.9237303237,19.08714
"293",565,41039,2018,"Oregon","Lane",18.244310571,199,46.203828005,4.665192037,320.9,47933,6519.39989,13.90718,NA,752.87062,NA,15.20904,19.28401,9230,179242,246.24322,4.858779858,22.01888
"294",566,41041,2018,"Oregon","Lincoln",18.407079646,26,59.19925222,NA,413.7,41791,9002.54366,16.56633,NA,338.8696,NA,16.99792,17.75091,1192,20986,326.86077,4.3854806282,18.81955
"295",567,41043,2018,"Oregon","Linn",16.264555399,59,40.399687576,4.9990002,362.9,50876,7077.18579,15.32118,NA,138.38126,NA,16.39028,16.29129,3290,57129,102.83638,4.310331073,19.081
"296",568,41045,2018,"Oregon","Malheur",NA,NA,48.831304121,NA,374.9,38130,7265.30293,20.53629,NA,407.37212,NA,18.37597,16.98155,706,12539,283.53326,5.0527976441,22.32535
"297",569,41047,2018,"Oregon","Marion",9.5657549999,95,38.137794554,5.615093371,323.2,55954,5892.19821,17.19041,NA,297.33941,NA,15.78743,17.47266,8103,158561,234.90559,4.102780711,21.74123
"298",570,41049,2018,"Oregon","Morrow",NA,NA,NA,NA,309.6,53588,6781.47682,17.35076,NA,620.89764,NA,15.67475,18.12652,288,5733,156.10273,3.4885984643,15.74697
"299",571,41051,2018,"Oregon","Multnomah",15.717610315,372,43.878252475,4.6915005402,315.8,62292,6087.49886,13.56862,NA,727.96293,NA,15.06974,22.05508,19128,446379,475.52965,5.0333318637,22.45338
"300",572,41053,2018,"Oregon","Polk",8.7818341488,21,60.048584764,5.4329930853,291.3,55218,5884.90876,14.70987,NA,252.9851,NA,14.60023,19.59066,1957,38120,240.08875,4.2390974912,20.40347
"301",573,41055,2018,"Oregon","Sherman",NA,NA,NA,NA,362.3,57216,NA,13.99365,NA,NA,NA,14.94221,17.31295,41,900,96.48784,4.7593557047,21.51899
"302",574,41057,2018,"Oregon","Tillamook",23.334802562,18,61.174551387,NA,365.2,46226,7255.15826,14.53913,NA,252.45764,NA,15.83585,17.15563,585,11668,92.95627,3.9773814702,17.5722
"303",575,41059,2018,"Oregon","Umatilla",8.707312401,20,45.445364573,4.8879837067,351.8,49667,6306.90152,17.68201,NA,298.21074,NA,18.30978,18.46566,1966,36291,173.6829,4.2449693788,16.89591
"304",576,41061,2018,"Oregon","Union",15.47029703,12,70.141598352,NA,362.3,47309,7030.71458,16.5655,NA,268.33289,NA,17.58872,18.01019,717,12073,141.14978,4.7413502997,20.37494
"305",577,41063,2018,"Oregon","Wallowa",NA,NA,NA,NA,338.9,46350,7524.35864,13.58535,NA,201.55485,NA,14.5742,16.95885,225,3334,14.46132,4.6817317616,16.88742
"306",578,41065,2018,"Oregon","Wasco",NA,NA,47.718202325,NA,383.9,50562,7297.22789,14.90786,NA,363.77561,NA,15.25541,19.12156,673,13789,118.67347,3.7479044332,17.50912
"307",579,41067,2018,"Oregon","Washington",8.836680129,152,33.339284608,4.6100877278,221.7,75577,4142.37353,11.95507,NA,301.31491,NA,12.51774,20.85054,13087,314169,148.8935,4.2134196163,18.4821
"308",580,41069,2018,"Oregon","Wheeler",NA,NA,NA,NA,NA,35341,NA,16.29204,NA,223.21429,NA,15.17503,14.55893,30,690,358.29452,4.5474600681,16.54135
"309",581,41071,2018,"Oregon","Yamhill",9.0482530409,28,35.929409278,4.9554013875,317.2,60643,5491.18663,14.97995,NA,343.69496,NA,15.93329,19.28305,2476,52921,128.37267,4.1231222855,18.9019
"310",582,6000,2018,"California","year_state_total",11.804022677,13834,38.457319901,4.4970161675,268.8,67715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",583,6001,2018,"California","Alameda",10.782463793,528,33.771419668,4.0611806641,240.5,89472,4660.07935,12.6865,NA,550.22019,NA,10.67353,19.58503,35530,837917,720.31393,5.3190997125,24.26346
"312",584,6003,2018,"California","Alpine",NA,NA,NA,NA,511,57481,NA,16.95788,NA,466.85341,NA,14.80225,17.414,36,556,529.56752,6.1997673435,25.33333
"313",585,6005,2018,"California","Amador",25.196623652,28,43.919364048,NA,302.3,59789,6213.51082,13.06823,NA,195.27593,NA,11.04444,19.17072,862,14646,278.86374,4.339489245,21.23386
"314",586,6007,2018,"California","Butte",31.337026767,212,44.144994234,4.8950224109,382.7,45097,7285.53046,16.27319,NA,566.85944,NA,14.15562,18.93858,6693,102319,298.55568,5.2912626864,23.12973
"315",587,6009,2018,"California","Calaveras",19.313193139,26,50.821078042,NA,320.8,57990,7306.20141,12.84324,NA,152.75287,NA,11.74399,18.29147,1177,20914,255.66324,4.9622069085,20.28479
"316",588,6011,2018,"California","Colusa",NA,NA,58.540664855,NA,280.6,54861,5746.52996,19.46638,NA,176.02372,NA,12.36017,18.41381,1691,10887,199.59771,3.7059226814,19.68162
"317",589,6013,2018,"California","Contra Costa",10.553742413,356,30.174494793,4.1296024246,238.5,90920,4702.75309,12.14342,NA,308.33554,NA,10.46857,16.27891,24639,556454,366.02249,4.7725016689,22.29309
"318",590,6015,2018,"California","Del Norte",17.071921567,14,NA,NA,460.4,39458,8127.88427,17.51145,NA,377.63253,NA,15.14706,19.24144,731,9806,582.28444,5.3947555843,24.98688
"319",591,6017,2018,"California","El Dorado",23.139611399,128,26.210602189,2.7553106391,264.2,75100,5119.9237,11.29313,NA,293.06397,NA,10.99345,22.17481,4547,89737,227.60607,4.8458931687,21.51889
"320",592,6019,2018,"California","Fresno",14.174441496,414,57.560525833,6.987703808,342.8,48323,6961.00637,24.17111,NA,293.18869,NA,14.18187,16.0948,42094,446228,507.12096,5.1948511665,28.6498
"321",593,6021,2018,"California","Glenn",20.224371557,17,66.720042701,NA,363.6,46141,7335.77792,20.68696,NA,113.93983,NA,14.00331,17.63832,1075,13091,419.23756,5.274169373,21.18201
"322",594,6023,2018,"California","Humboldt",33.891478503,138,57.827030819,6.3992359121,428.6,43164,8952.82192,16.48021,NA,380.54535,NA,15.27978,20.3881,3060,62674,331.97064,4.7193931034,25.5223
"323",595,6025,2018,"California","Imperial",19.068247665,103,32.682607975,3.6819203366,306.5,43327,5655.23859,26.69977,NA,119.96705,NA,13.43298,16.62235,18079,76863,311.04017,6.0010449321,27.93397
"324",596,6027,2018,"California","Inyo",27.365271646,15,NA,NA,385.2,53350,6345.42627,14.15128,NA,385.80247,NA,11.83562,18.81342,470,8984,473.88261,4.2866538057,20.27883
"325",597,6029,2018,"California","Kern",23.88746317,631,51.865859735,5.8648694321,391.9,49812,7592.54805,24.04404,NA,162.97689,NA,16.19314,19.47817,40169,389091,554.9864,4.9083906598,25.90257
"326",598,6031,2018,"California","Kings",11.307727612,51,44.080262308,5.240479795,310.7,51320,5966.75217,21.71847,NA,186.26698,NA,14.54645,19.16709,5699,57183,477.85029,4.3279416577,25.28582
"327",599,6033,2018,"California","Lake",44.066337984,85,53.178356409,5.9066745422,530.5,40818,11667.0154,18.34352,NA,332.21037,NA,15.40098,17.01928,1951,29378,539.11013,5.2487686347,27.25065
"328",600,6035,2018,"California","Lassen",35.119833128,33,NA,NA,356,49793,6416.00187,15.35417,NA,298.02397,NA,13.85608,22.10752,724,10517,400.8157,4.5547342814,17.76986
"329",601,6037,2018,"California","Los Angeles",7.5201532218,2288,36.553091509,4.3097256141,258.4,61308,4946.1517,18.80945,NA,291.92393,NA,10.60575,17.26186,264495,5043254,423.78904,5.4579389415,34.39947
"330",602,6039,2018,"California","Madera",14.001288119,65,52.750962705,5.9208091773,319.4,49467,6592.11427,22.85717,NA,142.85991,NA,14.26944,17.08542,5632,61468,616.29101,4.593108181,26.35459
"331",603,6041,2018,"California","Marin",9.710946025,76,24.834126776,3.1097560976,163.4,103488,3447.67448,11.02839,NA,701.70458,NA,9.66976,19.88492,4567,141059,184.90981,5.7131426125,24.33154
"332",604,6043,2018,"California","Mariposa",20.903407255,11,NA,NA,371.3,51233,7338.74978,13.90793,NA,241.24067,NA,12.25507,17.84693,521,7552,419.26388,4.8078545758,19.1358
"333",605,6045,2018,"California","Mendocino",26.601202374,70,65.703885728,6.673930809,357.5,45247,8000.30133,17.38762,NA,551.19368,NA,14.09601,18.69795,2083,39865,509.63057,5.0148921602,27.5857
"334",606,6047,2018,"California","Merced",13.565987952,109,41.552761072,4.3371549608,355.3,47442,6748.66212,24.60186,NA,138.45879,NA,14.45934,17.61846,12056,115037,614.38103,4.6351539533,26.00144
"335",607,6049,2018,"California","Modoc",NA,NA,NA,NA,474.8,42890,10390.74513,16.33431,NA,318.36271,NA,13.44635,17.23138,260,3327,670.63549,4.1041779121,17.20154
"336",608,6051,2018,"California","Mono",NA,NA,NA,NA,164.3,56574,3933.47047,14.20798,NA,193.11923,NA,12.78716,21.81323,448,8406,253.82484,3.2666306274,20.63953
"337",609,6053,2018,"California","Monterey",11.303570852,147,37.45154296,4.5223412312,241.9,62999,5066.55159,22.44786,NA,298.23175,NA,12.36516,17.57378,16662,220414,425.44853,4.3120089787,30.66779
"338",610,6055,2018,"California","Napa",10.087053619,43,32.499979688,3.5133136095,243.1,73112,4382.85146,14.06498,NA,465.65283,NA,10.90926,20.07743,3127,73426,340.79717,4.5277390577,24.00766
"339",611,6057,2018,"California","Nevada",18.863030817,56,32.875929102,3.9632498649,256.9,60501,5913.61257,11.5877,NA,623.56847,NA,11.80087,19.09389,2299,48419,331.99613,4.2847325056,22.68609
"340",612,6059,2018,"California","Orange",12.310516332,1168,29.814628071,3.4314001238,213.5,81642,4094.36296,15.29273,NA,226.88502,NA,9.99516,16.97841,64345,1602371,203.94792,4.7873113471,28.12274
"341",613,6061,2018,"California","Placer",11.262699359,127,32.252295044,4.2274441101,242.5,85326,4740.8561,10.73687,NA,264.893,NA,9.7152,20.88014,7983,179819,175.94306,4.5030986266,19.86429
"342",614,6063,2018,"California","Plumas",34.146867474,19,78.112794876,NA,383.1,53646,9548.60509,13.77934,NA,241.5848,NA,12.32064,18.029,759,7873,502.55595,4.4504950495,20.86753
"343",615,6065,2018,"California","Riverside",14.368388528,1017,36.360038485,4.5699848596,291.7,59951,5587.4211,19.16146,NA,173.4694,NA,12.35873,19.39338,63782,1051815,282.592,4.586032883,26.85004
"344",616,6067,2018,"California","Sacramento",16.897070826,760,43.894272178,5.1584537698,321.6,59728,6240.33608,15.44769,NA,339.52696,NA,12.53033,18.90207,37318,697427,523.17345,4.8886309908,23.70442
"345",617,6069,2018,"California","San Benito",7.3665659903,13,35.102835352,4.6610992426,234.6,73298,4752.11586,18.34788,NA,92.57077,NA,10.91542,18.98234,2016,29790,381.56872,3.9661244545,27.1028
"346",618,6071,2018,"California","San Bernardino",5.0150074097,320,51.234744289,6.0497423258,341.4,56194,6562.46668,19.74832,NA,194.1969,NA,13.05439,17.81358,53398,935579,409.07129,4.7099680454,28.01656
"347",619,6073,2018,"California","San Diego",12.873580528,1272,35.548503099,4.1002128705,244,70693,4658.18939,13.06947,NA,315.57541,NA,11.12233,21.88116,73468,1570422,348.80494,4.8403312297,25.62949
"348",620,6075,2018,"California","San Francisco",21.095970438,546,33.842195578,2.942365209,239.1,101873,4568.80827,11.82612,NA,849.82323,NA,10.15553,23.89842,18206,559788,792.96632,7.1916346081,26.69782
"349",621,6077,2018,"California","San Joaquin",15.859064858,345,48.060014944,5.5555555556,366.8,59038,7156.03097,20.41224,NA,204.30443,NA,12.22772,17.8657,25729,319187,780.37899,4.8917727718,26.91113
"350",622,6079,2018,"California","San Luis Obispo",15.414331297,130,43.863323854,5.5631306245,261.7,69517,5326.42254,13.12974,NA,530.95406,NA,11.21189,20.51185,5982,140365,379.33172,4.6794930524,23.68832
"351",623,6081,2018,"California","San Mateo",8.1712448214,187,26.051903408,2.9090681598,185.9,107075,3552.49444,11.52599,NA,333.02955,NA,9.08425,16.93583,13436,448587,227.55577,4.8376047731,24.03309
"352",624,6083,2018,"California","Santa Barbara",14.643960268,195,37.324442718,4.1142002244,243.5,66360,4854.68947,17.64525,NA,461.03503,NA,11.18778,19.44515,10846,216625,333.29811,4.824317873,29.75076
"353",625,6085,2018,"California","Santa Clara",7.414449034,425,28.16856159,3.1421416647,195.1,110843,3621.65447,11.58074,NA,304.31353,NA,8.19943,15.92345,38620,1026525,253.89988,5.0524262004,23.72726
"354",626,6087,2018,"California","Santa Cruz",19.131805957,157,43.564392758,4.3000701098,243.1,75929,5108.32723,16.36197,NA,664.7905,NA,11.55518,19.96998,9971,144525,394.0611,5.3060915766,27.2872
"355",627,6089,2018,"California","Shasta",19.852755637,107,45.849342934,5.4887792677,444.6,46663,8811.0862,14.93934,NA,277.7917,NA,14.3133,18.6641,5167,74700,690.62234,4.626378607,22.21578
"356",628,6091,2018,"California","Sierra",NA,NA,NA,NA,329.4,48099,NA,13.57903,NA,169.66407,NA,11.55592,18.24343,102,1349,380.06298,5.8724355177,15.89147
"357",629,6093,2018,"California","Siskiyou",27.526092442,36,45.245030116,NA,439.3,40875,9534.13544,17.31187,NA,383.00117,NA,14.59513,16.46142,1515,17917,269.1922,4.5603958077,23.29721
"358",630,6095,2018,"California","Solano",13.461523753,176,50.944362199,5.5890531648,310.1,73200,6346.8529,14.83002,NA,339.61295,NA,11.7651,18.07655,11355,207882,467.65987,4.3771843172,22.5407
"359",631,6097,2018,"California","Sonoma",14.214471129,214,28.30510956,3.5362397085,243.2,73496,4720.28491,13.01989,NA,413.85891,NA,11.1511,19.33686,10296,260479,362.5867,4.4427818398,24.52992
"360",632,6099,2018,"California","Stanislaus",14.950882319,241,47.613827878,5.7473409218,369.5,54060,7148.46873,18.83068,NA,183.35918,NA,12.65946,17.79377,20845,244500,533.08219,4.6453663892,26.50068
"361",633,6101,2018,"California","Sutter",9.3438214846,27,40.573973281,5.3567602314,361.7,51283,6684.0696,18.24106,NA,265.90516,NA,13.07125,16.92001,4347,45327,305.91055,4.8372007026,23.53034
"362",634,6103,2018,"California","Tehama",12.654823861,24,44.51772465,4.6897546898,381.6,40585,7581.91279,18.73571,NA,162.77894,NA,14.74132,18.78625,1788,25201,537.5837,4.3418780924,20.44293
"363",635,6105,2018,"California","Trinity",NA,NA,NA,NA,465,38727,10404.51214,17.35416,NA,414.6456,NA,15.33495,16.4621,358,5067,208.54802,5.2470648949,21.01449
"364",636,6107,2018,"California","Tulare",8.9227550566,123,48.171476594,5.2446607191,361.3,45768,7224.87132,26.61325,NA,235.86289,NA,15.77339,17.78236,22627,205909,445.77511,4.7413381123,27.82487
"365",637,6109,2018,"California","Tuolumne",34.708449028,56,55.4954355,6.6942939114,347.3,50431,7008.05747,13.84355,NA,143.11204,NA,12.29873,19.09234,1345,21858,220.22108,4.4722080571,21.055
"366",638,6111,2018,"California","Ventura",13.744614075,350,35.888063655,4.4946844301,230.1,79470,4711.99142,14.94541,NA,327.27735,NA,10.64247,18.82616,22149,427785,205.01587,4.3671204066,24.6425
"367",639,6113,2018,"California","Yolo",14.141871252,90,37.998942638,4.1317435958,273.9,63645,5383.61802,16.22095,NA,334.56594,NA,11.68361,19.46963,6146,106271,317.39744,5.9316026439,25.00881
"368",640,6115,2018,"California","Yuba",16.090608002,36,55.737307646,5.4515287983,452.4,46054,8548.25758,18.17917,NA,176.68549,NA,14.85598,18.68218,2411,28319,386.93055,4.365761153,24.56495
"369",641,53000,2018,"Washington","year_state_total",14.753799057,3175,40.559913141,4.5962690819,286.7,67064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",642,53001,2018,"Washington","Adams",NA,NA,44.236369669,NA,352.3,48698,6662.24425,23.8821,NA,150.74332,NA,15.59569,15.24369,592,8699,298.73558,4.103851085,23.00429
"371",643,53003,2018,"Washington","Asotin",24.024024024,16,NA,NA,359.3,46121,6669.54365,13.63304,NA,277.95212,NA,16.14687,17.75849,511,9993,234.64292,4.6021353033,15.25784
"372",644,53005,2018,"Washington","Benton",15.600870143,89,43.546463582,4.7414268387,283.5,63474,5525.58563,13.13528,NA,194.64494,NA,13.41683,20.11884,6185,94454,213.93748,4.4953964492,13.85366
"373",645,53007,2018,"Washington","Chelan",9.7100233923,22,42.744470796,4.1273584906,274.6,51930,5566.85806,14.13431,NA,284.2621,NA,14.01378,18.78662,2578,43917,149.2912,4.5185117802,18.135
"374",646,53009,2018,"Washington","Clallam",19.477195827,43,50.409089147,6.1168529846,333.1,49502,7445.36016,13.6336,NA,257.4762,NA,13.54606,16.50769,2172,27450,261.98344,4.1605485133,16.26029
"375",647,53011,2018,"Washington","Clark",13.429922302,185,33.46156622,4.7305635541,280.5,68937,5590.94716,12.28603,NA,281.3596,NA,14.25176,18.03406,13797,220608,208.21378,3.8181091877,17.00729
"376",648,53013,2018,"Washington","Columbia",NA,NA,NA,NA,477.5,47894,8290.09559,15.58254,NA,228.54241,NA,14.99272,15.2481,118,1732,82.70615,4.6983430799,17.30205
"377",649,53015,2018,"Washington","Cowlitz",18.663860652,58,48.742238328,5.450882806,389.5,51772,7545.98351,15.14527,NA,267.21187,NA,17.00447,18.73141,3358,44859,301.79289,4.5449180648,18.82309
"378",650,53017,2018,"Washington","Douglas",13.972794148,17,23.661918508,NA,261,52363,5335.21963,15.1055,NA,38.71561,NA,13.46025,16.27949,1469,20661,94.97155,3.6790113922,18.14003
"379",651,53019,2018,"Washington","Ferry",NA,NA,NA,NA,366.1,40581,10338.00883,17.8204,NA,236.40662,NA,18.35119,16.04952,270,2497,154.83871,5.875737941,17.36334
"380",652,53021,2018,"Washington","Franklin",8.2466188863,22,39.027701184,4.1617122473,230.7,56940,4631.51029,19.24434,NA,120.89618,NA,15.05699,18.27871,3056,39969,237.20035,3.9410017659,22.45404
"381",653,53023,2018,"Washington","Garfield",NA,NA,NA,NA,230.3,51922,NA,13.52362,NA,44.50378,NA,13.84861,16.32849,55,922,177.27877,3.8033119755,12.1547
"382",654,53025,2018,"Washington","Grant",10.00171458,28,47.270781306,4.6431172615,340.9,48997,6498.1595,20.10392,NA,176.38381,NA,15.94433,17.68063,3321,44807,292.33785,3.8076469818,17.47974
"383",655,53027,2018,"Washington","Grays Harbor",25.752921786,55,41.916067267,5.4624908958,437.2,48210,8430.2199,15.99746,NA,147.98682,NA,16.95007,18.32014,2384,27373,211.08081,4.4205326679,16.16032
"384",656,53029,2018,"Washington","Island",12.783294296,31,59.752029079,4.138150565,255.3,64475,5660.90592,12.19829,NA,273.48855,NA,12.40134,17.56327,1977,32821,111.59774,4.0689247153,15.58501
"385",657,53031,2018,"Washington","Jefferson",15.24506441,14,80.575182844,NA,279.4,53345,5794.34425,12.10205,NA,295.44944,NA,13.12419,14.77632,836,11509,245.58609,4.9639206254,18.65534
"386",658,53033,2018,"Washington","King",14.069501763,893,35.20110632,3.9931897353,234.7,85907,4500.9174,10.95054,NA,343.12107,NA,9.38345,19.46464,47600,1208334,332.08499,4.7794727396,18.46104
"387",659,53035,2018,"Washington","Kitsap",14.375100273,112,43.607550601,5.35559201,294.8,68706,5543.88109,10.96746,NA,266.98287,NA,12.09313,18.42307,6816,117931,267.89798,4.0435767225,16.15389
"388",660,53037,2018,"Washington","Kittitas",8.4189901804,11,35.831786052,NA,261.8,50410,5467.46293,13.08543,NA,147.10471,NA,15.57745,19.17751,1304,21648,115.68755,5.3307647402,24.17189
"389",661,53039,2018,"Washington","Klickitat",NA,NA,NA,NA,279.5,50691,6204.97361,14.9926,NA,126.75461,NA,14.06869,16.02084,683,9663,87.49881,3.5773032489,15.95477
"390",662,53041,2018,"Washington","Lewis",16.222662621,37,67.765981477,6.554756195,367.1,47127,7429.57502,14.2096,NA,216.69738,NA,16.83236,16.19587,2595,32094,197.86978,4.2905813608,18.03056
"391",663,53043,2018,"Washington","Lincoln",NA,NA,NA,NA,320.2,53886,5349.9836,13.96777,NA,67.63285,NA,14.88849,15.76396,280,4885,83.09895,4.157979854,11.58605
"392",664,53045,2018,"Washington","Mason",20.116129874,37,57.317539167,5.0683120317,355.6,52758,7537.79666,15.71636,NA,120.58266,NA,16.32945,17.22538,1849,23597,230.69623,4.3614067139,17.14286
"393",665,53047,2018,"Washington","Okanogan",15.278224509,19,28.585535719,NA,374.6,41726,7025.75313,19.30911,NA,259.90278,NA,18.02705,15.86589,1493,21548,189.41522,4.8740989909,19.11585
"394",666,53049,2018,"Washington","Pacific",19.151584794,12,NA,NA,388,43168,7542.79467,18.25177,NA,211.77467,NA,14.8466,14.61877,692,8334,144.80162,4.3798831481,15.36359
"395",667,53051,2018,"Washington","Pend Oreille",NA,NA,NA,NA,385.9,48706,10055.43244,15.92134,NA,167.64459,NA,15.76033,15.30623,429,4723,112.75113,4.4542931766,16.99819
"396",668,53053,2018,"Washington","Pierce",16.51430675,419,46.645330056,5.2500063101,332.8,64312,6443.50727,13.00083,NA,388.24491,NA,14.6812,19.11314,25462,405717,435.79657,4.0991714514,18.33823
"397",669,53055,2018,"Washington","San Juan",NA,NA,NA,NA,218,59658,4611.81694,10.50419,NA,385.58051,NA,11.70408,16.86252,381,7902,73.11469,4.5783591156,23.65309
"398",670,53057,2018,"Washington","Skagit",16.671586151,61,36.912287178,5.0642773666,299.1,60442,6028.06845,14.18752,NA,347.6686,NA,15.2714,18.60449,3945,58138,204.1295,4.2180349397,20.40388
"399",671,53059,2018,"Washington","Skamania",NA,NA,NA,NA,322,55802,5607.92327,14.31691,NA,121.63336,NA,14.30695,17.35853,366,5081,129.90464,5.1497132508,19.50395
"400",672,53061,2018,"Washington","Snohomish",16.510727231,383,34.356147418,4.0428388357,275,78582,5195.22647,11.86569,NA,285.92468,NA,13.16525,18.7944,17961,412178,191.24654,3.9402521414,17.59571
"401",673,53063,2018,"Washington","Spokane",18.313341269,270,46.348407601,5.2704378518,347.6,52933,6751.49655,12.20973,NA,270.30168,NA,15.86876,19.15845,14865,234518,362.5767,4.5588276737,16.46777
"402",674,53065,2018,"Washington","Stevens",15.16530179,20,33.488755506,NA,337.8,51303,7362.92289,17.32335,NA,276.78391,NA,15.81408,17.67282,1536,17931,98.31343,4.1478697989,17.90071
"403",675,53067,2018,"Washington","Thurston",10.732671362,87,41.564169989,5.040091638,281.3,65684,5521.4629,12.36815,NA,231.08618,NA,13.48737,17.039,7604,130653,213.99192,3.941678919,17.03437
"404",676,53069,2018,"Washington","Wahkiakum",NA,NA,NA,NA,315.9,54162,9521.04498,14.81297,NA,265.76468,NA,14.01427,15.96803,116,1296,57.74625,4.6078019274,16.61808
"405",677,53071,2018,"Washington","Walla Walla",19.942167714,36,50.078006125,5.9498512537,315.8,53598,6285.62629,14.81347,NA,225.38946,NA,14.77135,18.2195,1629,28890,214.58631,4.5237889481,16.54378
"406",678,53073,2018,"Washington","Whatcom",9.4127244346,60,37.933793676,4.2606516291,258.7,56636,5095.87878,13.82476,NA,404.05904,NA,13.00525,20.5796,6478,107690,199.90343,4.7779485746,20.69268
"407",679,53075,2018,"Washington","Whitman",8.341732995,12,62.465297057,NA,278.8,42693,5605.81822,14.98017,NA,145.33991,NA,15.65097,20.24366,1184,23069,147.58653,6.908178663,26.11354
"408",680,53077,2018,"Washington","Yakima",10.587640873,79,47.875927175,4.7534972158,359.3,48232,7031.98814,21.15652,NA,251.1657,NA,15.18003,16.80979,10055,125794,297.54894,4.0313808516,22.15392
"409",681,41000,2019,"Oregon","year_state_total",12.563983779,1541,43.341117987,4.9205265119,308.9,60123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",682,41001,2019,"Oregon","Baker",NA,NA,87.747287811,NA,338.7,43929,7421.91153,13.87871,NA,554.37897,NA,15.2864,18.08994,386,7070,264.39392,4.3341911575,17.10894
"411",683,41003,2019,"Oregon","Benton",7.0919868014,19,38.955319942,4.5627376426,213.6,60572,4317.02576,13.24667,NA,783.9386,NA,14.02861,20.35584,1570,48126,128.03223,5.8199419167,22.48818
"412",684,41005,2019,"Oregon","Clackamas",8.9179864332,109,34.667320554,4.410220511,262.7,79404,5263.38262,10.37175,NA,277.70239,NA,12.98751,20.77303,8191,218947,160.08827,4.15083816,17.67657
"413",685,41007,2019,"Oregon","Clatsop",14.700159972,17,60.540831427,NA,364.4,52706,7644.58465,14.30096,NA,270.53239,NA,16.12975,19.05423,795,19248,163.27828,4.2148452549,19.1097
"414",686,41009,2019,"Oregon","Columbia",11.829108808,18,47.752234122,NA,311.7,61453,6174.9757,12.86892,NA,305.12533,NA,15.29471,19.39378,1253,24224,133.2172,4.1212985389,14.08038
"415",687,41011,2019,"Oregon","Coos",11.532211564,22,42.536900761,NA,443.5,42464,9048.35695,17.21495,NA,356.87453,NA,19.28271,17.1439,1471,26645,170.38311,4.710359408,18.25029
"416",688,41013,2019,"Oregon","Crook",19.309894093,13,NA,NA,342.1,47940,7663.9781,15.49365,NA,406.52165,NA,15.71688,17.29948,599,9563,345.83479,4.0062260536,20.70485
"417",689,41015,2019,"Oregon","Curry",26.523244677,18,NA,NA,411.7,40580,8853.10151,15.02976,NA,361.72747,NA,14.92372,15.91875,551,9049,108.04716,4.5948392693,17.12099
"418",690,41017,2019,"Oregon","Deschutes",11.04057411,60,35.54446747,3.927226096,242.9,65506,4892.57692,13.8214,NA,411.50502,NA,13.7108,20.54584,3937,93470,168.56832,4.0741523795,20.69797
"419",691,41019,2019,"Oregon","Douglas",13.515713553,44,54.758645319,6.3257775435,434.7,47157,9229.67288,15.2707,NA,264.15612,NA,15.85537,16.65014,2492,46572,218.73792,4.2059815494,17.81963
"420",692,41021,2019,"Oregon","Gilliam",NA,NA,NA,NA,352.1,53792,NA,14.3053,NA,107.81671,NA,14.7279,16.83397,36,865,0,3.520478039,11.37725
"421",693,41023,2019,"Oregon","Grant",NA,NA,NA,NA,326.3,46329,8125.91269,14.17934,NA,278.16412,NA,15.07729,16.02803,216,3162,69.21852,4.1603286269,16.98413
"422",694,41025,2019,"Oregon","Harney",NA,NA,NA,NA,422.7,42883,9286.53143,14.60772,NA,562.49143,NA,15.64551,17.29352,215,3438,230.49522,4.0611015912,12.99342
"423",695,41027,2019,"Oregon","Hood River",NA,NA,NA,NA,242.7,63951,4329.45723,15.71637,NA,355.04984,NA,15.24923,20.41331,518,14359,147.02703,3.8404975371,16.84982
"424",696,41029,2019,"Oregon","Jackson",13.300895645,86,48.284496746,4.5642648491,342.3,51364,7071.67141,13.3009,NA,392.22178,NA,17.68916,20.68607,4959,103952,334.84498,4.6850397639,22.99215
"425",697,41031,2019,"Oregon","Jefferson",NA,NA,96.083455344,NA,352.3,49616,8492.00866,19.05374,NA,164.15523,NA,18.58225,17.41908,560,10041,222.19199,4.0176523702,15.92978
"426",698,41033,2019,"Oregon","Josephine",13.618624052,35,51.011222469,7.2526333966,426.9,43492,9126.24932,17.09299,NA,745.7847,NA,18.33356,16.58148,1905,35392,222.5331,4.719568567,22.67922
"427",699,41035,2019,"Oregon","Klamath",12.53799011,25,59.42393736,7.1258907363,429.1,41875,9184.55383,17.18834,NA,437.7381,NA,17.57639,18.35933,1760,29880,217.60451,4.5209235209,18.37072
